day,inside_mean,inside_median,inside_sem,inside_ci_lower_mean,inside_ci_upper_mean,inside_ci_lower_med,inside_ci_upper_med,outside_mean,outside_median,outside_sem,outside_ci_lower_mean,outside_ci_upper_mean,outside_ci_lower_med,outside_ci_upper_med,diff_mean,diff_median,diff_sem,diff_ci_lower_mean,diff_ci_upper_mean,diff_ci_lower_med,diff_ci_upper_med,hum_mean,hum_median,hum_sem,hum_ci_lower_mean,hum_ci_upper_mean,hum_ci_lower_med,hum_ci_upper_med,rock
4,12.236291666666666,12.09,0.2550951973423365,11.755873958333332,12.716625,11.589,12.341000000000001,12.0,11.75,0.3310610959858653,11.354166666666666,12.625,11.5,12.5,0.23629166666666665,0.587,0.10592591202137648,0.029077083333333302,0.42400104166666663,0.09,0.589,99.49016666666667,99.471,0.22317313635890515,99.0772875,99.92464791666666,98.947,99.7325,3
5,12.716791666666666,13.093,0.2510718470643115,12.235815624999999,13.176251041666667,12.09,13.093,12.541666666666666,12.5,0.22904311557492957,12.104166666666666,12.958333333333334,11.5,13.0,0.17512499999999998,0.0955,0.08361597674505146,0.008163541666666661,0.32200208333333336,0.089,0.592,99.55708333333332,99.471,0.15323245243967193,99.27325,99.81888541666667,99.209,99.994,3
6,11.421791666666666,11.088,0.26935339899044397,10.920496875,11.923124999999999,10.837,12.09,11.375,11.0,0.35130450477109426,10.708333333333334,12.0,10.5,12.0,0.04679166666666665,0.088,0.12341415750367944,-0.18192083333333336,0.2763833333333329,0.083,0.33649999999999997,99.46924999999999,99.471,0.18929727263628576,99.11883229166668,99.81825520833333,99.209,99.994,3
7,13.593875000000002,14.095,0.21114819228035292,13.176248958333332,14.011417708333333,13.093,14.095,13.395833333333334,13.75,0.20846915862212895,12.999479166666667,13.791666666666666,13.0,14.0,0.19804166666666667,0.095,0.07960879164467706,0.031624999999999986,0.34379375,0.093,0.593,99.20841666666668,98.947,0.11374817910099563,98.99004166666668,99.42679166666669,98.947,99.471,3
8,14.783875,15.097,0.24464558299134267,14.30375,15.22225,14.095,15.598,14.645833333333334,15.0,0.24167135177867363,14.207812500000001,15.083333333333334,14.0,15.5,0.13804166666666665,0.097,0.05147665431056745,0.03412187499999999,0.24158749999999993,0.094,0.0985,99.16308333333335,99.209,0.20904308304182853,98.77069687500001,99.57733333333333,98.421,99.7325,3
9,13.907041666666666,14.095,0.2149959679362958,13.489500000000001,14.30375,13.093,14.596,14.1875,14.0,0.28202891335998603,13.645833333333334,14.729687499999999,13.0,15.0,-0.2804583333333333,-0.15650000000000003,0.12843729055720668,-0.5505833333333333,-0.030330208333333344,-0.409,0.0935,100.23220833333335,100.255,0.14379476592395724,99.97125000000001,100.53592291666666,99.994,100.516,3
10,19.8706,19.604,0.6098788857126433,18.735036666666662,20.938599999999997,19.104,21.606,19.4,19.5,0.6347102826149446,18.233333333333334,20.633333333333333,19.0,21.5,0.47059999999999996,0.104,0.580591543989732,-0.5313349999999993,1.703806666666667,0.1,1.105,89.8536,89.84,1.7880635090457364,86.51204333333334,93.00593166666665,83.751,94.171,3
0,14.157541666666665,14.3245,0.3548387211684471,13.510914583333333,14.783292708333335,13.574,15.075,13.958333333333334,14.0,0.495374132753181,12.9375,14.8125,13.5,14.5,0.1992083333333333,0.074,0.1809038096069677,-0.13391875,0.5938020833333334,0.07150000000000001,0.574,91.92558333333334,99.9245,3.6744294863859763,84.45065833333332,98.17937916666668,96.4625,101.384,5
1,13.761083333333334,14.074,0.49313071846638107,12.801498958333333,14.678751041666667,13.3235,15.576,13.5,13.5,0.48808261358212657,12.5625,14.417187499999999,13.0,15.5,0.26108333333333333,0.0765,0.05884153112406368,0.15683229166666665,0.36616770833333334,0.075,0.574,103.88020833333333,103.54650000000001,0.22107099308251146,103.48504166666665,104.33284583333334,103.308,104.2595125,5
2,9.755833333333333,9.317499999999999,0.396258455159034,9.004582291666669,10.46529375,8.066,11.07,9.5625,9.25,0.3984941082975081,8.791666666666666,10.333333333333334,8.0,11.0,0.19333333333333333,0.0725,0.07526777479576047,0.048246874999999995,0.33888541666666666,0.0655,0.566,106.04779166666667,106.147,0.1492611875151408,105.75512291666665,106.36000104166664,105.678,106.615,5
3,10.569583333333334,10.069,0.396465831434651,9.880998958333334,11.362459374999997,9.561737500000005,11.571,10.645833333333334,10.0,0.44485705107789386,9.770833333333334,11.4375,9.5,11.5,-0.07625,0.0675,0.08734066756182328,-0.22276145833333294,0.09021145833333333,0.065,0.07,105.37674999999997,105.207,0.2946073366191938,104.80649895833334,105.9275,104.734,106.147,5
4,11.904958333333333,12.072,0.26044978151772913,11.424520833333334,12.384833333333333,11.571,12.072,11.916666666666666,12.0,0.30937446628070886,11.25,12.458333333333334,11.5,12.0,-0.011708333333333357,0.072,0.08845408370740668,-0.19825312500000003,0.13442187499999997,0.067,0.073,105.21845833333333,105.678,0.32084730430243574,104.58337395833334,105.79066770833332,104.734,106.147,5
5,12.614166666666668,13.073,0.22736433816790927,12.155208333333334,13.052291666666667,12.072,13.574,12.333333333333334,12.75,0.23634188778696283,11.854166666666666,12.75,11.75,13.0,0.2808333333333333,0.074,0.06673529981610851,0.15595729166666664,0.4061249999999999,0.073,0.571,105.86333333333334,106.147,0.360321060872401,105.21578854166667,106.49168958333334,104.7339375,107.314,5
6,11.216333333333333,11.07,0.24574699540135234,10.736458333333333,11.696208333333333,10.57,11.571,11.041666666666666,11.0,0.2821961407173188,10.520833333333334,11.583333333333334,10.0,11.75,0.17466666666666664,0.07050000000000001,0.07347674547504036,0.0486822916666671,0.32004270833333326,0.069,0.32099999999999995,105.94949999999999,105.678,0.17124661215309636,105.656784375,106.30030520833333,105.678,106.147,5
7,13.219083333333336,13.073,0.2141078466285687,12.843540625000001,13.594542708333332,12.823,13.830249999999994,13.208333333333334,13.5,0.20833333333333331,12.811979166666667,13.604166666666666,12.75,14.0,0.010749999999999977,0.073,0.08684323394835487,-0.1768760416666667,0.1776677083333333,0.07,0.074,104.57537500000001,105.207,0.5195740828616467,103.54063958333333,105.58756354166665,104.497,105.678,5
8,14.72075,15.075,0.19170381413804075,14.324457291666668,15.075333333333333,14.3245,15.576,14.645833333333334,15.0,0.24167135177867363,14.1875,15.125,14.0,15.5,0.07491666666666667,0.075,0.07951423891870724,-0.07083333333333335,0.220625,0.073,0.076,102.9425,103.308,0.2920821988234905,102.35882708333334,103.49785416666667,102.349,103.54650000000001,5
9,13.92825,14.074,0.1607736194246386,13.635730208333332,14.220208333333332,13.574,14.575,13.958333333333334,14.0,0.23101200378707556,13.5,14.395833333333334,13.0,14.75,-0.03008333333333335,0.074,0.10833903970478317,-0.2382916666666667,0.15725104166666667,0.073,0.075,103.01354166666665,102.589,0.4435461022848164,102.180728125,103.91179999999999,101.867,104.97049999999999,5
10,19.61213333333333,19.579,0.5868704965173657,18.44479833333333,20.679466666666663,19.579,21.08,19.1,19.5,0.629058253037257,17.833333333333332,20.266666666666666,16.0,20.5,0.5121333333333333,0.079,0.49737389276715077,-0.28927666666666596,1.54489,0.079,0.579,93.81933333333333,91.402,1.5634263278260618,90.86707666666666,96.642175,88.812,99.436,5
