Hour,inside_mean,inside_median,inside_sem,inside_ci_lower_mean,inside_ci_upper_mean,inside_ci_lower_med,inside_ci_upper_med,outside_mean,outside_median,outside_sem,outside_ci_lower_mean,outside_ci_upper_mean,outside_ci_lower_med,outside_ci_upper_med,diff_mean,diff_median,diff_sem,diff_ci_lower_mean,diff_ci_upper_mean,diff_ci_lower_med,diff_ci_upper_med,hum_mean,hum_median,hum_sem,hum_ci_lower_mean,hum_ci_upper_mean,hum_ci_lower_med,hum_ci_upper_med,rock
5,6.819444444444445,6.0,0.7338614921048495,5.513541666666668,8.361805555555554,4.5,7.0,6.487472222222221,5.3185,0.7830660217519329,5.1911000000000005,8.075804166666668,4.3145,7.075,0.3319722222222223,0.423,0.10810660146143457,0.12210416666666665,0.5409756944444446,-0.0659999999999998,0.439,96.20625,102.59,2.3651341330381044,91.22390416666666,100.64762013888888,96.0395,105.154,16
6,6.625,6.0,0.7360811614152859,5.360763888888889,8.167013888888889,4.0,7.0,6.3341666666666665,5.3185,0.7830721139935233,4.969272916666667,7.978502777777778,4.566,6.824,0.29083333333333333,0.4204999999999996,0.10198598954509419,0.09365486111111117,0.4879166666666667,-0.06349999999999985,0.431,96.569,103.619,2.3778904639890706,92.13162638888889,100.67256944444443,99.994,105.663,16
7,6.513888888888889,6.0,0.737995491638677,5.221875000000001,7.944791666666666,4.25,6.75,6.236444444444444,5.3185,0.7857624297098726,4.8566062500000005,7.865992361111109,4.063,6.573,0.27744444444444444,0.42249999999999943,0.11868315458251792,0.06571805555555552,0.5050208333333331,-0.0730000000000004,0.439,97.73005555555557,103.8755,2.285937706571313,92.94593958333334,101.83440694444444,101.0335,105.663,16
8,6.5,6.0,0.7416198487095663,5.111111111111111,8.028125000000001,4.5,7.0,6.626777777777779,6.573,0.7905528868096261,5.205065277777778,8.091088888888887,4.063,7.075,-0.12677777777777785,-0.07400000000000025,0.10634278291428217,-0.3242444444444445,0.07012569444444439,-0.5629999999999997,-0.0609999999999999,97.34177777777778,104.643,2.3376388980415013,92.32071180555556,101.55165972222223,97.895,106.171,16
9,7.277777777777778,7.25,0.7420061942058562,5.888888888888889,8.819791666666667,4.993750000000006,8.0,7.811638888888889,7.577,0.7725923956177111,6.4046875,9.32999375,5.569,9.082,-0.5338611111111112,-0.558,0.1450663567528737,-0.8235097222222222,-0.2687256944444447,-0.819,-0.0830000000000001,95.59766666666665,102.589,2.4906675630287975,90.82816805555557,100.29794652777777,95.92475000000005,105.154,16
10,8.944444444444445,8.5,0.7256025896906548,7.513541666666668,10.389236111111112,7.5,10.0,9.567055555555553,8.831,0.7941434738475622,8.074385416666667,11.113651388888888,8.078,11.088,-0.6226111111111112,-0.5839999999999996,0.1535534821145015,-0.9311583333333334,-0.3409020833333334,-1.0715,-0.0850000000000008,91.46233333333333,101.814,2.934642053021983,85.82528888888888,97.0977173611111,82.064,105.15350000000001,16
11,10.914285714285715,10.5,0.6946632441759989,9.657142857142857,12.214285714285714,9.5,13.5,11.472257142857142,11.088,0.8034322092510012,9.996563571428572,12.961896428571428,10.085,14.095,-0.5579714285714287,-0.5800000000000001,0.1968475479116962,-0.9768557142857145,-0.19895714285714305,-0.5960000000000001,-0.0850000000000008,86.69214285714285,84.311,3.482100151119288,79.71087000000003,93.506455,74.62,105.663,16
12,12.857142857142858,13.0,0.7303652328454167,11.613214285714287,14.285714285714286,11.0,14.0,13.09057142857143,13.093,0.8229748521084232,11.571329285714286,14.69356,10.085,15.097,-0.23342857142857174,-0.096,0.19935874629393502,-0.6354407142857147,0.11172999999999964,-0.5939999999999994,0.3979999999999997,79.50420000000001,75.201,3.8849360586109776,72.17238,87.13385714285714,65.164,101.555,16
13,14.6,15.0,0.7970006800709855,13.028214285714286,16.143571428571427,13.0,17.0,15.3236,16.099,0.8785848296306641,13.591322857142858,16.969788571428573,13.093,18.102,-0.7236000000000001,-0.5879999999999992,0.22000124216608835,-1.1376599999999997,-0.3102735714285715,-1.1060000000000016,-0.0850000000000008,73.66171428571428,70.523,3.8804258673352794,66.30903071428571,80.96694571428573,61.533,79.797,16
14,16.541666666666668,16.5,0.8813263363312768,14.832986111111111,18.180902777777778,15.5,19.5,18.154611111111112,18.8535,0.9985048936600859,16.220315972222227,20.101555555555557,17.101,20.105,-1.6129444444444443,-1.596,0.2986045347374765,-2.197715972222222,-1.0538395833333332,-2.1069999999999998,-0.6054999999999993,61.56897222222223,58.778999999999996,4.0869442915265495,53.88756111111111,69.9022347222222,52.571,63.956500000000005,16
15,17.75,17.5,0.9961234385164847,15.75,19.722916666666666,16.25,19.0,19.211,18.8535,1.0708402449285936,17.13785208333333,21.312291666666667,18.102,22.106,-1.461,-1.602500000000001,0.48831385139100597,-2.451796527777778,-0.515009722222222,-2.3535375000000003,-0.6054999999999993,59.508805555555554,54.759,4.100794327587488,51.73082708333334,67.90413333333333,49.418499999999995,61.533,16
16,16.72222222222222,17.5,0.8889632905370157,15.01388888888889,18.472916666666666,15.493750000000006,18.75,18.68111111111111,19.104,1.2600845479178113,16.30130902777778,21.08514652777778,16.6,20.6055,-1.9588888888888887,-0.8554999999999993,0.591065399085814,-3.1679027777777775,-0.8745000000000003,-2.1029999999999998,0.1445250000000007,63.05002777777778,53.51,4.287871257189507,54.65559375,71.2784361111111,49.101974999999996,67.558,16
17,16.52777777777778,17.0,0.9511781425718978,14.763541666666667,18.38923611111111,15.5,19.0,18.43108333333333,18.102,1.2155814275252992,16.243868750000004,20.766921527777775,15.097000000000001,21.856,-1.9033055555555558,-1.5979999999999999,0.4513819429746417,-2.7381020833333336,-1.1057340277777792,-2.849500000000001,-0.6005000000000003,61.934361111111116,56.621,4.1509628867943515,54.54658888888889,69.67127361111113,47.193,67.55799999999999,16
18,15.055555555555555,15.5,0.8730483399446278,13.36111111111111,16.640277777777776,14.0,17.0,15.969555555555555,15.848500000000001,1.1270122282434336,13.812810416666668,18.08603333333333,12.5919875,19.604,-0.9140000000000001,-0.09799999999999985,0.4441626507457153,-1.788798611111111,-0.04903333333333337,-1.106999999999999,0.4030000000000004,67.31508333333335,61.8365,4.0551591747231415,59.265552777777785,75.63266944444445,53.511,69.933,16
19,13.277777777777779,13.25,0.827705866696418,11.722222222222221,14.86111111111111,12.0,14.756249999999994,12.783722222222224,13.093,0.913359570887568,11.112179166666667,14.566028472222222,10.837,14.596,0.4940555555555556,0.4145000000000003,0.19675755746540735,0.11554861111111119,0.8415652777777777,0.15050000000000008,0.9174999999999995,75.62647222222222,67.856,3.471444554650082,68.73695138888888,82.14275069444444,63.354,83.7285,16
20,11.125,11.0,0.7368893759452312,9.749305555555557,12.569791666666667,9.25,12.5,9.804027777777776,9.5835,0.7961922630993246,8.398073611111112,11.419275,7.577,10.586,1.3209722222222222,1.4089999999999998,0.18416611931015883,0.9709937499999999,1.684445833333333,0.9149874999999992,1.446,84.09777777777776,81.7815,2.8300792686500906,78.71038263888887,89.39855555555555,74.02441250000001,93.12868749999997,16
21,9.61111111111111,9.5,0.7132841302320676,8.387847222222224,11.083680555555556,8.0,10.5,8.550194444444445,8.078,0.7586277710125692,7.171290972222223,9.970700694444444,6.573,10.085,1.0609166666666665,0.9199999999999999,0.16798145860929992,0.7371416666666667,1.3931409722222219,0.439,1.4139999999999997,89.14949999999999,90.3835,2.38979219276555,84.42298402777777,93.7186875,82.628,98.924,16
22,8.916666666666666,8.25,0.7061240054771619,7.665972222222223,10.51388888888889,6.75,10.0,7.9649166666666655,7.075,0.7810476616709043,6.585798611111111,9.511429166666668,6.071,9.082,0.95175,0.9119999999999999,0.1758475321507017,0.6439590277777776,1.2854027777777777,0.4249999999999998,1.1760874999999997,89.96972222222222,93.9015,2.480063439284322,85.13792013888889,94.59426875000001,86.2595,102.59,16
23,8.25,7.5,0.7252531030557977,7.013888888888889,9.765277777777778,6.0,9.0,7.518888888888889,6.573,0.7868284345151438,6.083477777777778,9.105903472222222,5.3185,8.58,0.7311111111111112,0.9154999999999998,0.14913433157263126,0.4512194444444444,1.0221208333333334,0.42349999999999977,0.9295625,92.00052777777779,95.2355,2.3920764581685066,87.11398750000001,96.80344444444445,85.427,102.593125,16
0,9.180555555555555,8.5,0.7204916690357438,7.972222222222222,10.61111111111111,7.5,10.25,7.2818055555555565,6.322,0.7993539006244746,5.84666388888889,9.022779861111111,5.068,8.078,1.8987500000000002,1.9300000000000002,0.18250864460935226,1.5484840277777776,2.2608916666666663,1.4320000000000004,2.4220000000000006,,,,,,,,17
1,8.722222222222221,7.75,0.728241098127374,7.513541666666668,10.153819444444444,6.993750000000006,9.5,7.058916666666667,6.071,0.776620755208509,5.735025694444444,8.633384027777774,5.068,7.8275,1.6633055555555556,1.427,0.1783389710699621,1.313895833333333,2.0253590277777773,1.4170000000000007,1.9390000000000003,,,,,,,,17
2,8.297297297297296,7.5,0.7090839847258518,7.013513513513513,9.825675675675674,6.0,9.5,6.896459459459458,6.071,0.7782057504811785,5.419258783783783,8.467698648648648,4.566,7.577,1.4008378378378377,1.431,0.12529430527044508,1.1672709459459458,1.632304054054054,0.9320000000000004,1.9220000000000008,,,,,,,,17
3,8.0,7.0,0.7311113523423156,6.694444444444445,9.486458333333333,5.993750000000006,8.5,6.849749999999999,5.82,0.7981697857877386,5.469178472222223,8.506954861111113,4.566,7.577,1.15025,0.9345000000000003,0.126451913032282,0.9083812500000003,1.3914381944444443,0.9179999999999992,1.4345000000000003,,,,,,,,17
4,7.819444444444445,7.0,0.7330499392291633,6.485763888888889,9.347222222222221,5.75,8.5,6.571027777777777,5.569,0.7937861797639861,5.14976875,8.188559722222221,4.3145,7.577,1.2484166666666665,0.943,0.12584197936237837,0.9964555555555555,1.4614750000000003,0.923,1.439,,,,,,,,17
5,7.583333333333333,7.0,0.7293452162347022,6.291319444444445,9.07048611111111,5.5,8.0,6.487472222222221,5.3185,0.7830660217519329,5.09452361111111,8.034425694444442,4.3145,7.075,1.0958611111111112,0.9249999999999998,0.1317653346563791,0.854709027777778,1.3622048611111113,0.6834999999999999,1.431,,,,,,,,17
6,7.444444444444445,6.5,0.7264224627283086,6.013541666666668,8.944791666666667,5.0,7.75,6.3341666666666665,5.3185,0.7830721139935233,4.899525000000001,8.033069444444443,4.0634999999999994,6.824,1.1102777777777781,0.9355000000000002,0.13350483381719674,0.8433027777777778,1.3651284722222221,0.9239999999999999,1.423,,,,,,,,17
7,7.236111111111111,6.5,0.7271618319232634,5.971875000000001,8.722222222222221,4.75,7.5,6.236444444444444,5.3185,0.7857624297098726,4.759900694444445,7.767959027777779,4.063,6.573,0.9996666666666668,0.9319999999999999,0.13943787943820082,0.7328034722222222,1.254067361111111,0.434975,1.4320000000000004,,,,,,,,17
8,7.180555555555555,6.5,0.7405898490493853,5.957986111111111,8.667708333333332,4.75,7.5,6.626777777777779,6.573,0.7905528868096261,5.246911805555556,8.158252083333332,3.812,7.075,0.5537777777777777,0.4300000000000001,0.11977681700000448,0.3414680555555555,0.7779375,0.4099749999999997,0.9179999999999992,,,,,,,,17
9,7.527777777777778,7.0,0.7394615277146049,6.166666666666667,9.13888888888889,5.25,8.0,7.811638888888889,7.577,0.7725923956177111,6.362111111111112,9.482328472222225,5.569,9.082,-0.28386111111111123,-0.07950000000000029,0.17158516860082706,-0.6064270833333331,0.038680555555555426,-0.5800000000000001,-0.0609999999999999,,,,,,,,17
10,8.071428571428571,8.0,0.6755461087283438,6.913928571428572,9.414285714285715,6.0,9.5,9.223085714285713,8.58,0.7365370042349827,7.918138571428571,10.784463571428569,8.078,11.088,-1.1516571428571432,-1.08,0.24970924249277304,-1.6535150000000003,-0.7081935714285714,-1.5939999999999994,-0.0850000000000008,,,,,,,,17
11,9.571428571428571,9.0,0.6900075682031837,8.32857142857143,11.000714285714285,8.0,10.5,11.472257142857142,11.088,0.8034322092510012,9.810249285714287,13.077330714285715,10.085,14.095,-1.9008285714285718,-1.5950000000000006,0.30879497287052465,-2.503717142857143,-1.3255807142857143,-2.5939999999999994,-1.0890000000000004,,,,,,,,17
12,10.985714285714286,10.5,0.7030801723071676,9.67142857142857,12.342857142857143,9.5,13.0,13.09057142857143,13.093,0.8229748521084232,11.458425000000002,14.638402142857142,10.085,15.097,-2.1048571428571434,-2.08,0.3588269149073754,-2.793927142857143,-1.3724557142857148,-3.103999999999999,-1.0709999999999995,,,,,,,,17
13,12.6,13.0,0.7031740762518233,11.271428571428572,13.914642857142857,11.0,15.0,15.3236,16.099,0.8785848296306641,13.548675,17.04176357142857,13.093,18.102,-2.7236000000000007,-2.6020000000000003,0.347531088507189,-3.383402857142857,-2.0203964285714284,-4.086,-1.596,,,,,,,,17
14,14.028571428571428,14.5,0.7226651354252421,12.599285714285715,15.472499999999998,12.0,16.5,17.898828571428574,18.603,0.9931699597166405,16.12410285714286,19.731311428571424,17.101,19.61652499999999,-3.870257142857142,-4.103999999999999,0.4524286495450655,-4.701162857142858,-3.039221428571429,-5.102,-2.6038749999999995,,,,,,,,17
15,15.708333333333334,15.5,0.8386437936921806,14.138541666666667,17.222916666666666,14.25,18.0,19.211,18.8535,1.0708402449285936,17.166347916666666,21.116247916666666,18.102,22.106,-3.502666666666667,-4.1035,0.5203532270990361,-4.451069444444445,-2.5138451388888896,-5.1065000000000005,-1.5980000000000008,,,,,,,,17
16,16.75,16.75,0.9401747557920132,14.915972222222223,18.430555555555557,15.493750000000006,18.75,18.68111111111111,19.104,1.2600845479178113,16.273412499999996,21.104327083333335,15.848500000000001,20.6055,-1.9311111111111114,-1.3554999999999993,0.7750460639436652,-3.4309388888888885,-0.49524097222222235,-3.5969999999999995,0.6540000000000008,,,,,,,,17
17,16.34722222222222,16.5,0.8425253621646368,14.73611111111111,17.917361111111113,14.5,18.5,18.43108333333333,18.102,1.2155814275252992,16.02438541666666,20.90736805555555,15.097,22.106,-2.083861111111111,-0.6065000000000005,0.6037935276665592,-3.264651388888889,-0.980910416666667,-3.103000000000001,-0.5920000000000005,,,,,,,,17
18,16.055555555555557,16.0,0.8648281271988997,14.485416666666667,17.680902777777778,14.75,18.006249999999994,15.969555555555555,15.848500000000001,1.1270122282434336,13.823984722222223,17.972065277777777,12.592,19.604,0.08600000000000001,0.4189999999999996,0.6005879262379964,-1.0972125,1.2852562499999993,-0.6069999999999993,1.4075624999999996,,,,,,,,17
19,14.944444444444445,15.0,0.8490839549833864,13.333333333333334,16.59722222222222,13.25,16.5,12.783722222222224,13.093,0.913359570887568,10.945995833333333,14.637243055555556,10.329225000000005,14.596,2.1607222222222218,1.9385000000000003,0.3122071824598874,1.5609333333333328,2.8298180555555557,1.1600000000000001,2.91,,,,,,,,17
20,13.26388888888889,13.0,0.7964420163210577,11.735763888888888,14.750347222222222,12.0,14.5,9.804027777777776,9.5835,0.7961922630993246,8.215999305555556,11.544290277777778,7.577,10.586,3.4598611111111115,3.4130000000000003,0.3203129103860235,2.8915076388888896,4.084264583333334,2.414999999999999,4.411,,,,,,,,17
21,11.847222222222221,11.5,0.7537786937981107,10.333333333333334,13.319791666666667,10.0,13.0,8.550194444444445,8.078,0.7586277710125692,7.12875625,10.192447222222217,6.573,9.5835,3.297027777777778,2.9199999999999995,0.3590495201423643,2.572961111111111,4.006593055555555,1.945,3.675,,,,,,,,17
22,10.708333333333334,11.0,0.7153018565834609,9.305555555555555,12.09861111111111,9.0,12.0,7.9649166666666655,7.075,0.7810476616709043,6.571160416666668,9.581405555555556,6.071,9.082,2.7434166666666666,2.441,0.30227433764448597,2.1766784722222225,3.3399048611111106,1.9179999999999997,2.952,,,,,,,,17
23,9.819444444444445,9.25,0.7316953508255694,8.48611111111111,11.180555555555555,7.75,11.0,7.518888888888889,6.573,0.7868284345151438,6.055179166666666,9.105837500000002,5.068,8.329,2.300555555555556,2.4280000000000004,0.25449226590189356,1.8539215277777776,2.8299180555555554,1.92,2.92,,,,,,,,17
0,8.527777777777779,7.75,0.7474678005605188,7.027430555555556,9.91736111111111,6.5,9.5,7.765944444444443,7.002,0.7742594700072732,6.444999305555555,9.434989583333333,5.5,9.005,0.7618333333333334,0.7475000000000005,0.11716914581133864,0.5249368055555553,0.9972777777777776,0.49648749999999975,0.9990000000000001,,,,,,,,18
1,8.222222222222221,7.5,0.7422735463672973,6.832986111111111,9.778125000000001,6.5,9.0,7.557361111111111,7.002,0.7647764370423574,6.180322916666667,9.184174999999998,5.249499999999999,8.504,0.6648611111111111,0.5015000000000001,0.1128616877419646,0.4421875,0.8746409722222223,0.4949999999999992,0.9949999999999992,,,,,,,,18
2,7.972222222222222,7.0,0.7416049852479558,6.611111111111111,9.486805555555554,6.0,9.0,7.334833333333332,6.7515,0.7746565788008032,5.999785416666667,9.044539583333334,4.999,8.504,0.6373888888888888,0.4979999999999998,0.10866616475035835,0.41474513888888886,0.8604208333333332,0.4939874999999998,0.9965000000000002,,,,,,,,18
3,7.666666666666667,7.25,0.7472170590486632,6.388888888888889,9.222222222222221,5.5,8.5,7.209666666666667,6.501,0.7646798375583431,5.791628472222222,8.836045138888888,4.999,8.003,0.45699999999999996,0.5,0.09647526206482254,0.26202222222222216,0.6377513888888887,0.00499999999999985,0.9935,,,,,,,,18
4,7.569444444444445,7.0,0.7440645500719151,6.305208333333334,9.139583333333333,5.25,9.0,6.945361111111111,5.75,0.7666198289551779,5.581827777777779,8.558654861111112,4.498,8.003,0.6240833333333333,0.5045000000000001,0.10251483342145452,0.4175541666666667,0.8200374999999998,0.49350000000000005,0.997,,,,,,,,18
5,7.319444444444445,6.5,0.7480537651974637,6.040972222222223,8.944444444444445,5.0,8.5,6.889777777777778,6.250500000000001,0.7661813206084984,5.513232638888889,8.489393055555556,4.498,7.503,0.42966666666666664,0.4969999999999999,0.11137626061495974,0.2212465277777777,0.6385048611111109,0.0,0.503025,,,,,,,,18
6,7.138888888888889,6.5,0.7439200948917661,5.805555555555555,8.653125000000001,4.5,7.75,6.736833333333333,6.0,0.7605604298544052,5.443693750000001,8.294118750000003,4.498,7.503,0.40205555555555544,0.4980000000000002,0.09107654154475281,0.2212486111111109,0.5696118055555554,0.0019999999999997,0.5030000000000001,,,,,,,,18
7,6.944444444444445,6.5,0.7391484208242988,5.708333333333333,8.500347222222222,4.5,7.75,6.653361111111111,6.0,0.7746454992116418,5.275708333333333,8.197614583333332,4.2475000000000005,7.503,0.2910833333333333,0.4944999999999995,0.10648706140199261,0.06958055555555555,0.49900625000000004,-0.0024999999999999,0.5020125000000002,,,,,,,,18
8,6.875,6.5,0.7515526257065098,5.541319444444445,8.48611111111111,4.75,7.25,7.001027777777777,7.002,0.7788060963373616,5.609672916666669,8.558306250000001,3.997,8.003,-0.12602777777777774,-0.0040000000000004,0.1237390654852399,-0.3481527777777776,0.11055763888888882,-0.4969999999999999,0.0030000000000001,,,,,,,,18
9,6.958333333333333,7.0,0.7560273678593791,5.582638888888889,8.5,4.5,7.5,8.266777777777778,8.003499999999999,0.754254117119847,6.931277083333333,9.893786111111112,6.0,9.505,-1.3084444444444445,-1.2555,0.20165043399622076,-1.7002374999999996,-0.9210076388888893,-2.0,-0.5050000000000008,,,,,,,,18
10,7.958333333333333,7.5,0.7287668972148711,6.596875000000001,9.306249999999999,6.0,9.0,9.490114285714286,9.005,0.7314461912596738,8.088341428571429,11.020585714285714,7.503,11.007,-1.8758285714285714,-1.999,0.2671792791420793,-2.4476907142857134,-1.374191428571429,-2.503,-1.0050000000000008,,,,,,,,18
11,9.36111111111111,9.25,0.7388351812441606,8.0,10.792013888888889,7.75,10.5,11.306228571428571,10.506,0.7789807120358563,9.759841428571429,12.794084285714286,10.006,13.509,-2.277657142857143,-2.5010000000000003,0.29560920700361504,-2.8777850000000003,-1.7044207142857142,-2.5120000000000005,-1.5079999999999991,,,,,,,,18
12,10.685714285714285,10.5,0.6966563945395328,9.47107142857143,12.071785714285713,9.0,12.5,12.7648,12.508,0.7875483667153189,11.234113571428571,14.237629285714284,11.507,14.51,-2.079085714285714,-2.506,0.3024033267886138,-2.7077685714285713,-1.4920678571428574,-2.5120000000000005,-1.00985,,,,,,,,18
13,12.3,12.0,0.7276646193950396,10.942142857142859,13.714642857142856,10.5,14.0,14.080285714285717,14.01,0.81552570720465,12.449069999999999,15.738747857142856,12.008,16.011,-1.780285714285714,-1.5109999999999992,0.2541616522967209,-2.3230785714285713,-1.3238978571428568,-2.011024999999999,-1.0050000000000008,,,,,,,,18
14,13.771428571428572,13.5,0.7760443917452041,12.271428571428572,15.200357142857142,12.5,16.0,15.352514285714287,15.511,0.8415614662427136,13.65082857142857,17.011461428571426,14.51,18.012,-1.5810857142857142,-1.5069999999999997,0.24978273709425983,-2.0956864285714287,-1.1244821428571428,-2.01,-1.0079999999999991,,,,,,,,18
15,15.625,15.5,0.867942056071955,13.874652777777778,17.22222222222222,14.0,17.25,16.09352777777778,16.011,0.8309706405965915,14.509347916666668,17.636456944444447,15.003762500000006,18.012,-0.4685277777777778,-0.5060000000000002,0.28619649839269495,-1.0256395833333336,0.10172152777777729,-1.0114999999999998,0.2375000000000007,,,,,,,,18
16,16.88888888888889,16.25,0.9299067864002812,15.096874999999999,18.75,15.0,19.0,15.45388888888889,16.011,0.8959265442340345,13.674272916666666,17.164563888888893,13.7595,16.511,1.4350000000000003,1.4879999999999995,0.34209990418654673,0.7261173611111105,2.0464374999999992,0.49543749999999925,1.9891250000000007,,,,,,,,18
17,16.055555555555557,16.75,0.835183132131828,14.430208333333333,17.59722222222222,15.5,18.0,14.981499999999999,15.2605,0.8657662130819647,13.395999305555558,16.677800694444443,13.502750000000006,16.511499999999998,1.0740555555555555,0.9915000000000003,0.2468633705541193,0.5616923611111108,1.5604798611111106,0.5030000000000001,1.4890000000000008,,,,,,,,18
18,15.791666666666666,16.0,0.8849210797920443,14.151736111111113,17.597569444444442,15.25,17.75,12.716055555555556,12.508,0.7477465234983577,11.172595138888889,14.106035416666664,11.257,14.01,3.0756111111111117,2.9935,0.39248192209460536,2.2973125000000003,3.8249472222222223,1.99,3.9991874999999943,,,,,,,,18
19,13.75,13.5,0.7866696932952268,12.165972222222223,15.168402777777775,12.5,15.25,11.353666666666665,11.007,0.7586685684970722,9.907264583333333,12.813898611111112,10.006,13.0085,2.396333333333333,1.9959999999999996,0.2541048340088528,1.8959756944444448,2.909836111111111,1.5,2.9915125000000002,,,,,,,,18
20,12.13888888888889,11.75,0.7757769047841477,10.679861111111112,13.722916666666665,10.5,14.0,9.96325,9.755500000000001,0.7562365038806229,8.461602083333334,11.478480555555558,8.003,11.007,2.175638888888889,2.0015,0.16792395838015484,1.8560020833333333,2.508202083333334,1.5019999999999998,2.7439999999999998,,,,,,,,18
21,10.75,10.25,0.7298890979033015,9.332291666666668,12.208333333333334,9.25,12.0,9.07325,9.0045,0.7524922130852705,7.709734722222222,10.519370138888887,7.002,10.256,1.67675,1.7465000000000002,0.18171932122465462,1.3290701388888888,2.0391013888888883,1.2479999999999998,2.0005,,,,,,,,18
22,9.708333333333334,9.5,0.72549244359558,8.319097222222222,11.111458333333333,8.0,11.0,8.54486111111111,8.003499999999999,0.7517697059064664,7.182068055555556,10.130319444444444,6.0,9.505,1.1634722222222225,1.2469999999999999,0.135236732389828,0.9123479166666666,1.4412944444444442,0.9949999999999992,1.497,,,,,,,,18
23,9.027777777777779,8.25,0.7332641862541996,7.721875000000001,10.51388888888889,7.0,10.25,8.04411111111111,7.753,0.778811695334709,6.695155555555555,9.587607638888887,5.75,9.005,0.983666666666667,0.9970000000000003,0.12063815764245191,0.7733805555555558,1.206043055555556,0.5,1.004,,,,,,,,18
0,9.066388888888888,8.566500000000001,0.7263822851986692,7.744415277777778,10.595919444444446,7.064,10.069,7.111111111111111,6.25,0.8559110784716136,5.513541666666668,8.902777777777779,5.0,8.256249999999994,1.9552777777777781,1.5569999999999997,0.3585685930064882,1.2747041666666667,2.6489965277777774,1.0630000000000002,2.31,86.31708333333333,88.027,2.8623792058452975,81.02561527777777,91.91946666666666,80.24601250000002,98.69800000000001,19
1,8.69075,7.8155,0.7267562661831737,7.313429166666666,10.17914722222222,6.563,9.568,6.763888888888889,6.0,0.847846504318654,5.110416666666667,8.41736111111111,4.75,8.0,1.926861111111111,1.5679999999999996,0.34872487712384975,1.2881368055555553,2.622859722222222,1.0625,2.556,87.31,91.1445,2.8416743968614306,81.35378888888887,92.60417916666668,81.898,98.946,19
2,8.426333333333332,7.565,0.7371611031948797,7.090972222222223,9.92924236111111,6.062,9.067,6.472222222222222,6.25,0.8687576525743675,5.0,8.222916666666665,4.5,7.5,1.9541111111111116,1.3154999999999997,0.3805632162361836,1.245673611111111,2.7325006944444437,0.814975,2.063,87.92836111111112,92.6815,2.8739732292533144,81.88898055555555,93.56896875000001,79.72,99.191,19
3,8.245472222222222,7.8155,0.7302684160647807,6.952107638888889,9.649924305555556,6.062,9.067,6.416666666666667,5.75,0.8469131624682099,4.832986111111111,8.097916666666665,4.0,7.5,1.8288055555555554,1.0665000000000004,0.35767662485459145,1.1373347222222219,2.56259513888889,0.565,2.057,90.06633333333332,94.208,2.7277716869618103,84.43759027777776,94.82987291666666,84.31899999999999,101.6105,19
4,7.939277777777779,7.314500000000001,0.7381994736348568,6.603221527777779,9.456106249999998,5.561,8.816500000000001,6.236111111111111,5.75,0.8576190072240868,4.887847222222224,8.000347222222222,4.0,7.5,1.703166666666667,1.0615,0.36216198362190416,1.0776555555555556,2.4515055555555554,0.5650000000000004,2.06,91.03438888888887,96.968,2.6999137900045604,85.68570902777778,95.96363194444444,84.00450000000001,102.3365,19
5,7.842027777777777,7.314500000000001,0.7295386936506588,6.54830138888889,9.37330069444444,5.561,8.566,6.263888888888889,5.75,0.8400883624894012,4.638888888888889,7.903819444444443,4.0,7.5,1.5781388888888892,1.0570000000000002,0.3341314638927908,0.9946631944444445,2.2301194444444445,0.5604999999999998,1.5650250000000003,93.12752777777777,99.18950000000001,2.621474281829866,87.86962638888889,98.30817013888888,91.36940000000003,104.734,19
6,7.702916666666667,7.064,0.721366482574939,6.395499305555557,9.149815277777778,5.310499999999999,8.066,6.0,5.0,0.8345229603962802,4.388541666666668,7.652777777777778,3.75,7.0,1.7029166666666669,1.0650000000000004,0.3220947050293384,1.1609541666666672,2.395852083333334,0.5629999999999997,1.8130000000000004,92.98927777777777,99.926,2.760600428596439,87.07189513888889,98.35835624999999,91.402,105.4425,19
7,7.438500000000001,7.064,0.7146730038142985,6.199884027777778,8.829847916666665,5.0600000000000005,7.8155,6.041666666666667,5.0,0.8148850829489384,4.679861111111111,7.764236111111111,4.0,6.75,1.3968333333333334,1.0630000000000002,0.28577859811899337,0.854319444444445,1.9532638888888882,0.5649750000000004,1.5620000000000003,93.63583333333332,98.447,2.5416104435623876,88.70002708333334,98.57946666666668,93.94800000000001,103.785,19
8,7.716750000000001,7.314500000000001,0.7161883723729549,6.533023611111113,9.205750694444442,5.561,8.066,5.902777777777778,5.0,0.8101095958691169,4.527083333333334,7.528124999999999,3.75,6.5,1.813972222222222,1.5614999999999997,0.26148228410083363,1.3288548611111113,2.3686562500000012,1.061,2.055,93.4730833333333,98.2065,2.6109839039387017,88.44437083333334,98.45102083333332,92.41502500000001,104.97049999999999,19
9,8.440305555555556,7.8155,0.7104797572258407,7.131790972222223,9.956140277777775,6.3125,9.568,5.902777777777778,5.5,0.8239518219764257,4.458333333333333,7.625694444444444,3.4875000000000114,6.5,2.5375277777777776,2.5655000000000006,0.2919097693980413,2.0386430555555553,3.134657638888889,1.561,3.0705,91.99466666666666,95.174,2.704591441140799,86.77200347222222,96.84589791666666,88.812,103.5415,19
