Hour,inside_mean,inside_median,inside_sem,inside_ci_lower_mean,inside_ci_upper_mean,inside_ci_lower_med,inside_ci_upper_med,outside_mean,outside_median,outside_sem,outside_ci_lower_mean,outside_ci_upper_mean,outside_ci_lower_med,outside_ci_upper_med,diff_mean,diff_median,diff_sem,diff_ci_lower_mean,diff_ci_upper_mean,diff_ci_lower_med,diff_ci_upper_med,hum_mean,hum_median,hum_sem,hum_ci_lower_mean,hum_ci_upper_mean,hum_ci_lower_med,hum_ci_upper_med,rock
10,9.52536111111111,9.067,0.7270345870168041,8.259968055555555,10.93,7.8155,10.576249999999995,7.875,7.5,0.8898401408064688,6.194097222222223,9.63888888888889,5.0,9.006249999999994,1.650361111111111,1.3194999999999992,0.37854373875057873,0.9129319444444448,2.373984722222222,1.061,2.06,89.03869444444443,91.65899999999999,2.945232486530292,83.40333888888888,94.91628472222222,82.709,103.308,19
11,10.540285714285714,10.069,0.669859037687892,9.295327142857145,11.799174999999998,9.568,12.072,10.3,10.0,0.8793140947982834,8.671071428571429,12.029285714285713,7.5,12.5,0.2402857142857143,0.5609999999999999,0.3874949120217414,-0.4883321428571427,0.9830264285714283,-0.4239999999999995,1.0679999999999996,86.10691428571428,86.183,3.3610568679407695,79.25117928571429,93.00534071428572,80.267,95.969,19
12,11.584628571428572,11.571,0.6818416633834942,10.297257142857143,12.92975,10.056475000000011,13.073,12.542857142857143,12.5,0.9024642800192616,10.885000000000002,14.257142857142858,10.5,14.0,-0.9582285714285718,-0.9280000000000008,0.3895754898975699,-1.7719607142857143,-0.2594207142857144,-1.4370000000000005,-0.4079750000000126,81.79077142857142,77.517,3.8374102887903203,73.98379000000001,89.27784142857142,67.301,88.66447499999965,19
13,12.743257142857141,12.573,0.686244476297259,11.469592857142857,13.987687857142856,11.07,14.575,14.885714285714286,14.5,0.9666901240409811,13.014285714285714,16.744285714285713,13.0,18.0,-2.1424571428571424,-1.93,0.4266699890639452,-3.0268292857142853,-1.3451564285714281,-2.433,-1.4290000000000005,77.8658285714286,70.188,4.11525708264727,70.51744857142857,86.44856214285711,64.376,79.72,19
14,14.337305555555556,14.3245,0.7680975878593217,12.905164583333335,15.825539583333333,12.573,16.076,16.457142857142856,16.0,1.0345647053963616,14.571071428571429,18.4725,15.0,18.5,-2.426771428571429,-1.926,0.5546555719592134,-3.525475714285714,-1.4414478571428577,-3.4250000000000007,-0.9329999999999998,73.02458333333333,64.666,4.282033634087007,65.11206527777779,81.15628124999999,59.617,73.2655,19
15,15.227083333333335,15.3255,0.809934004145664,13.71116388888889,16.771013194444446,13.574,17.077,18.185714285714287,19.0,1.0893074112730994,15.999642857142858,20.18607142857143,16.0,21.0,-3.2972857142857137,-2.93,0.5931726711229259,-4.368985714285714,-2.1978550000000006,-4.424,-1.9229999999999985,70.54380555555556,64.3755,4.41674658271265,62.38206736111111,79.14596041666667,57.202,71.602,19
16,15.36611111111111,15.576,0.8017026056470282,13.849379166666667,16.895087500000002,13.073,17.0775,19.36111111111111,20.25,1.0739725823240436,17.01354166666667,21.444791666666664,19.0,21.5,-3.9949999999999997,-3.925,0.5252773643741081,-4.965501388888888,-2.9518986111111114,-5.173,-3.427,70.35288888888888,62.3045,4.312552788133835,61.898136111111114,78.87708819444443,56.594,78.262,19
17,16.339027777777783,16.827,0.8792865375162519,14.50366111111111,18.007036111111113,14.5745,18.328,18.84722222222222,20.0,0.9797188300173946,16.944444444444443,20.653472222222224,17.25,21.0,-2.508194444444445,-2.9265000000000008,0.6025138367896025,-3.7304256944444454,-1.4112770833333341,-4.424,-0.4220000000000006,65.92430555555556,60.216499999999996,4.600993505171903,58.00908611111112,75.1054875,51.358225000000004,74.728,19
18,15.574222222222224,15.826,0.9239245881676768,13.738154861111113,17.40892708333333,13.824,17.083749999999995,15.847222222222221,16.25,0.8500278810657126,14.332986111111111,17.40277777777778,13.75,17.756249999999994,-0.2730000000000003,-0.42100000000000115,0.499061380898945,-1.3035145833333324,0.6855611111111108,-1.4299999999999995,0.0790000000000006,68.54941666666667,61.4125,4.221526996049298,60.48545902777778,76.3492347222222,54.761,71.902,19
19,13.377833333333333,13.073,0.8037570256919725,11.848109027777777,14.907942361111115,11.571,15.075,14.944444444444445,15.0,0.8292226656796688,13.26388888888889,16.430902777777778,13.5,17.0,-1.5666111111111112,-1.9245,0.3861136280607697,-2.302809027777778,-0.8169375000000002,-2.43,-0.4189875000000062,74.83255555555554,69.0375,3.6686711697151484,68.01972638888887,82.48838472222221,62.000575000000005,81.356,19
20,11.778722222222221,12.072,0.7553974604089161,10.373722916666667,13.266235416666666,9.8185,13.574,13.152777777777779,13.25,0.8027283447184744,11.652777777777779,14.639236111111112,11.5,15.25,-1.3740555555555558,-1.4344999999999999,0.25008661021779893,-1.820078472222222,-0.8766500000000002,-2.4255125000000004,-0.4299999999999997,77.52780555555555,74.728,3.158345736831894,71.61347847222223,83.99473888888888,67.881,81.356,19
21,10.707749999999997,10.82,0.7218193046266815,9.302579861111113,12.084777777777775,8.566,11.8215,11.208333333333334,10.5,0.8231219605287917,9.638541666666667,12.850347222222219,9.5,13.0,-0.5005833333333334,-0.9260000000000002,0.2649166786500694,-0.9732874999999998,-0.0030062499999999443,-1.1804999999999999,0.06601250000000067,80.61913888888888,78.6185,2.855124038156377,75.19788958333334,86.37907916666667,71.902,83.05167499999993,19
22,10.026222222222223,9.568000000000001,0.7247924663129343,8.579109027777777,11.320111111111109,8.066,11.07,8.902777777777779,8.5,0.8157233240788252,7.346875000000001,10.528125000000001,7.0,10.25,1.1234444444444445,0.5709999999999997,0.2877451430904335,0.5948368055555558,1.7474562500000004,0.0700000000000002,1.0705,82.93005555555555,82.4385,2.7969785985710005,77.55932152777777,88.3668333333333,75.289,90.63671249999999,19
23,9.372444444444444,9.067,0.722326840285982,8.162711111111111,10.846809722222218,7.565,10.57,7.708333333333333,7.25,0.815858443604036,6.152430555555556,9.458680555555556,5.5,9.0,1.6641111111111113,1.065,0.32478296484027747,1.0956284722222225,2.2635715277777773,0.5650000000000004,2.563,84.00169444444445,84.839,2.9573142040203817,78.61665902777776,89.64110138888888,77.238,95.215,19
0,7.408027777777779,6.3375,0.7666719932383401,6.084883333333333,8.885127083333334,5.578737500000005,8.092,6.77025,6.104,0.7937114348836606,5.32346875,8.396347916666668,4.8515,7.105,0.6377777777777777,0.4829999999999996,0.17933625909770867,0.3321840277777777,1.0142506944444438,0.4765,0.4860000000000002,101.27494444444444,107.094,2.1930278315044442,96.52056458333335,105.1583513888889,104.27,108.579,22
1,7.101694444444444,6.087,0.7581491328557407,5.76555486111111,8.535484722222222,5.084,7.59,6.589444444444443,5.603,0.8027989167316231,5.184494444444445,8.258403472222222,4.601,7.105,0.51225,0.4810000000000003,0.15432385744333402,0.23463749999999986,0.8193687499999998,-0.014999999999999649,0.4849999999999994,101.89855555555556,107.094,2.1081820850865967,97.34382430555554,105.71622430555556,104.71,108.78899999999999,22
2,6.809222222222222,5.585,0.7691139399057327,5.3193583333333345,8.507450694444442,4.833,7.3395,6.3808333333333325,5.3525,0.8025535797768885,5.004164583333333,8.175101388888887,4.1,7.105,0.4283888888888888,0.4785,0.12568981899759132,0.20589444444444432,0.678975,-0.0129999999999999,0.4829999999999996,102.27775,107.094,2.0747438317204137,98.19022291666666,105.89284791666665,105.584,108.999,22
3,6.6420555555555545,5.585,0.7766965607821784,5.236302083333333,8.339845833333337,4.582,6.8385,6.339138888888889,5.3525,0.7991085054090638,4.90696875,8.064396527777776,4.1,7.105,0.3029166666666666,-0.0090000000000012,0.12633192846938437,0.0789256944444447,0.5524541666666665,-0.0179999999999997,0.4820000000000002,102.35555555555554,106.66499999999999,2.001616627360916,97.78021944444444,105.93947777777777,105.148,107.734,22
4,6.419361111111111,5.084,0.7692713808438226,5.0271743055555556,7.907835416666667,4.081,6.8385,6.074833333333333,4.8515,0.7932170588060701,4.683986111111112,7.771269444444446,4.1,6.8545,0.34452777777777777,-0.0129999999999999,0.14047963466542732,0.09310972222222232,0.637398611111111,-0.0180000000000006,0.4810000000000003,102.62330555555555,106.45,1.9526289786554,98.40657222222222,105.98072638888888,105.13375000000002,108.579,22
5,6.335749999999999,5.585,0.7547562808300313,4.943675000000002,7.769222916666669,4.3315,6.8385,6.019277777777777,5.102,0.7837621608495408,4.697520833333335,7.645570138888887,3.6,6.604,0.31647222222222215,-0.013499999999999599,0.1260712854918724,0.0934840277777776,0.5801680555555556,-0.018999999999999212,0.48,103.09152777777777,107.094,1.9333191520358834,99.05520833333333,106.51178125000001,104.929,108.999,22
6,6.140833333333332,5.3345,0.7579903373970552,4.873950000000001,7.616457638888891,4.074237500000005,6.087,5.921944444444443,4.601,0.7732116878303968,4.503661805555556,7.466131944444444,3.6,6.604,0.21888888888888877,0.2365000000000005,0.11009942676622092,0.022687499999999902,0.42733541666666663,-0.0189999999999992,0.4829999999999996,103.28441666666667,107.521,1.8830239861300944,99.40983819444445,106.4523736111111,105.148,108.158,22
7,6.057305555555555,5.585,0.7596081914219387,4.7348236111111115,7.615375694444444,4.081,6.087,5.852333333333334,4.8515,0.777152455881431,4.530609027777778,7.395727777777778,4.093750000000005,6.354,0.20497222222222214,-0.0155000000000007,0.10633113511768068,0.010848611111110998,0.4140381944444442,-0.0189999999999992,0.48,103.5614722222222,107.308,1.9007127169874034,99.87174583333335,106.79813263888887,105.14699999999999,109.208,22
8,6.168694444444444,5.585,0.7613591645808051,4.831531944444445,7.60173263888889,3.83,6.087,6.353083333333334,6.104,0.7931225514052788,4.989473611111112,8.078252083333332,4.3505,6.604,-0.18438888888888902,-0.0215,0.08889997301924152,-0.35086666666666677,-0.0046041666666667355,-0.5170000000000003,-0.0170000000000003,103.47277777777776,107.308,1.8802482937655103,99.62621874999999,106.68000902777776,104.26599999999999,108.999,22
9,6.878888888888889,6.588,0.7494496676956839,5.570109027777778,8.410575694444441,4.826725000000006,7.089,7.855194444444444,7.856,0.7905907965881666,6.381322222222223,9.495399999999998,6.104,8.607,-0.9763055555555555,-1.0174999999999996,0.1560529306796939,-1.269672222222222,-0.6835097222222227,-1.5154999999999994,-0.5210000000000004,102.53033333333333,106.018,1.832693822227746,98.93358055555555,105.70355972222221,104.47307500000002,107.734,22
10,7.839722222222223,7.59,0.7507462716937602,6.405690972222222,9.454258333333332,6.087,8.593,9.663055555555555,9.6085,0.8099935968240387,8.230788194444445,11.206127083333334,8.106,11.11,-1.823333333333333,-1.5215,0.23005093983862557,-2.282809722222223,-1.3794423611111108,-2.2689999999999997,-1.0169999999999997,101.72377777777778,104.929,1.806215636949391,97.59168472222223,104.81217152777778,103.3825,106.45,22
11,8.863857142857144,8.593,0.6739285703152484,7.589497857142857,10.124239999999999,7.59,10.096,11.452342857142858,11.11,0.7745380362847654,9.963757857142859,12.953410714285715,10.109,13.612,-2.5884857142857145,-2.511000000000001,0.28201529957730714,-3.159020714285715,-2.058292857142858,-3.516,-1.9977500000000092,101.90525714285714,103.384,1.4005188488393798,98.8935092857143,104.3464157142857,101.587,105.584,22
12,10.080885714285715,10.096,0.6841632843231551,8.83568285714286,11.640507142857144,8.593,11.099,13.2684,13.612,0.8087159655535289,11.78154,14.899027142857143,12.111,14.613,-3.1875142857142857,-3.013,0.3311745544243991,-3.802377857142857,-2.5870985714285712,-4.015000000000001,-2.513,101.58445714285713,103.828,1.438754001866599,98.70939642857144,103.87764642857144,102.02770000000001,104.71,22
13,11.412057142857144,11.6,0.6946791556652079,10.023902857142856,12.829704999999999,10.096,12.61352499999999,14.969599999999998,15.614,0.8716983058780076,13.281587142857145,16.628177857142852,13.112,17.115,-3.557542857142857,-3.514000000000001,0.3209024390155776,-4.186139999999999,-2.91559,-4.025424999999987,-2.521,99.94771428571428,102.039,1.5346134112436223,96.59018142857143,102.51843785714287,100.676,104.27,22
14,13.058805555555555,12.3505,0.8295124202017469,11.598106249999999,14.672916666666667,11.099,14.3545,16.766333333333332,16.615,0.9484361464060319,15.014798611111111,18.684438888888888,15.114,18.872249999999994,-3.707527777777778,-4.0115,0.3279221633498556,-4.304727777777778,-3.0829833333333334,-4.512999999999998,-3.014000000000001,97.9798611111111,100.904,1.8151909524601806,94.46714583333333,101.17408402777777,99.7565,103.1605,22
15,14.241055555555555,13.603,0.898184752218699,12.530209722222219,16.144980555555556,12.344237500000006,15.606,17.87808333333333,18.115499999999997,0.9528898730278583,15.974299305555558,19.712761805555555,16.114,20.617,-3.6370277777777775,-3.5140000000000002,0.34918727745990247,-4.276453472222221,-2.9150819444444447,-4.510999999999999,-3.0169999999999995,94.6350277777778,100.904,3.1950946756686087,87.80526597222223,99.91878263888887,99.52600000000001,102.937,22
16,14.03275,13.603,0.818823563155925,12.43312777777778,15.662064583333331,12.1,15.106,16.98872222222222,17.865499999999997,0.925899648828196,15.168265277777778,18.712929861111107,15.607737500000006,19.866,-2.9559722222222224,-3.2619999999999996,0.3160579801292019,-3.5407625,-2.2878500000000006,-4.009,-2.0139874999999994,95.62297222222223,101.132,2.766072118126418,89.83726319444445,100.46918263888888,100.676,102.937,22
17,13.977055555555555,14.104,0.856429301879709,12.168934027777777,15.561802777777778,11.6,15.106,16.807805555555554,16.3645,1.0133727082101383,14.82023402777778,18.684329861111113,14.8635,20.116,-2.8307500000000005,-3.0095,0.3409453602712262,-3.414335416666667,-2.151017361111112,-3.514,-2.013000000000001,95.15236111111113,101.3595,2.875764496327497,89.58456666666669,100.02198541666667,98.83,102.937,22
18,13.128416666666668,13.102,0.8263385498740431,11.47271388888889,14.839755555555556,11.6,14.605,14.97347222222222,15.364,0.9430686962522773,13.179208333333335,16.753885416666662,13.8625,17.115,-1.8450555555555554,-1.5060000000000002,0.3174868249845979,-2.429700694444444,-1.2740180555555565,-3.006,-0.7664999999999997,95.50747222222223,102.039,2.867292181613143,89.81757222222221,100.53970902777777,100.676,102.937,22
19,12.015333333333334,12.1,0.8008401937172084,10.317911805555555,13.531698611111112,10.597,13.102,12.026611111111112,11.611,0.8756043584315973,10.399883333333333,13.792635416666668,9.608,13.8625,-0.011277777777777942,-0.01050000000000035,0.25288277167120904,-0.4971118055555558,0.4758937499999997,-0.5120000000000005,0.48552499999999954,96.69580555555557,103.1605,2.73198968566328,91.01919930555553,101.5442715277778,102.039,104.27,22
20,10.568166666666668,11.099,0.769088815128367,9.175754166666671,12.043065972222223,8.843499999999999,11.6,9.468416666666668,9.608,0.7719597287536833,7.9530256944444435,10.942962499999998,7.606,10.8595,1.09975,0.9889999999999999,0.19358591208335088,0.7384104166666665,1.5028062499999997,0.4900000000000002,1.4860000000000002,98.35297222222223,103.1605,2.6160242461275387,92.93160347222225,103.07269583333333,101.5855,107.734,22
21,9.287555555555556,9.094000000000001,0.7447585093259451,7.8944076388888895,10.735447916666667,7.59,10.346499999999999,8.008222222222223,7.606,0.7722800432846443,6.6178333333333335,9.50998402777778,6.104,9.108,1.2793333333333334,0.9854999999999996,0.23302577349106926,0.821964583333333,1.71053125,0.488999999999999,1.488999999999999,99.95680555555556,104.929,2.3331217243568294,95.16061736111112,103.97831736111111,103.37695,107.094,22
22,8.466194444444445,7.841,0.7509074645709181,7.130213888888888,10.01298125,6.087,9.595,7.382361111111111,6.354,0.7824354186573411,5.922070833333334,9.09291875,5.8535,8.607,1.0838333333333334,0.7330000000000001,0.22642169360141562,0.6376930555555557,1.5571118055555553,0.4839875,0.9880000000000004,100.38169444444445,106.879,2.3442091497578965,95.48381805555557,104.7994784722222,103.606,108.579,22
23,7.7561388888888905,6.8385,0.7639893574767535,6.433006944444444,9.260120138888892,5.585,8.593,6.825944444444444,5.8535,0.8022971878858822,5.434987500000001,8.369696527777778,5.102,7.3555,0.9301944444444447,0.48599999999999977,0.19518318550500216,0.5685756944444443,1.3193069444444445,0.482,0.9874999999999998,100.79566666666668,106.45,2.2199209470409325,96.25900972222222,104.66166319444443,104.2697625,108.3685,22
0,7.138888888888889,6.5,0.740712631741804,5.832986111111111,8.666666666666666,5.25,7.75,6.366916666666667,5.534,0.8143972514288836,4.922777083333333,7.839609027777777,4.284,7.033,0.7719722222222224,0.4670000000000001,0.14802068434454407,0.507744444444445,1.0910569444444447,0.4660000000000002,0.9660000000000002,96.81066666666666,102.8785,2.070800172772727,92.72284375,100.57488680555556,97.379,104.744,8
1,6.930555555555555,6.0,0.741660721693075,5.638888888888889,8.389583333333333,5.0,7.5,6.200333333333333,5.534,0.8109748376500884,4.783625694444444,7.714664583333332,4.034,6.539249999999995,0.7302222222222223,0.7160000000000002,0.12820729191499353,0.46666111111111147,0.9801118055555557,0.4660000000000002,0.9660000000000002,97.9971388888889,103.581,1.9779195030536416,93.9406548611111,101.52696319444446,99.0425,104.976,8
2,6.722222222222222,5.75,0.744675396537386,5.430208333333334,8.209027777777777,4.743750000000006,7.5,6.005944444444443,5.284,0.8214088284185167,4.589234722222221,7.547971527777777,3.7777500000000055,7.033,0.716277777777778,0.4669999999999996,0.14284534100280663,0.46652638888888914,0.9943416666666666,0.4660000000000002,0.965,97.64427777777779,103.34700000000001,2.0457790686668527,93.08487222222224,101.2009701388889,99.50527500000001,104.976,8
3,6.611111111111111,5.5,0.7324971182323483,5.236111111111111,8.139236111111112,4.5,7.0,5.853166666666667,5.034,0.8100332214429663,4.38084861111111,7.450456249999999,3.534,6.533,0.7579444444444446,0.4669999999999996,0.14679567348217867,0.49430486111111144,1.049892361111111,0.4660000000000002,0.9660000000000002,98.57075000000002,103.581,2.0177503673744384,94.0238701388889,102.17788402777778,100.751,104.74879999999999,8
4,6.319444444444445,5.0,0.7376369331520162,4.972222222222222,7.764583333333333,4.5,7.0,5.644972222222222,4.784,0.8092779002414584,4.2147493055555545,7.339403472222223,3.534,6.034,0.6744722222222224,0.4664999999999999,0.1340855477109232,0.42494027777777815,0.9383062499999999,0.4655,0.965,99.09952777777778,104.048,2.001408013694245,94.84163333333333,102.57237986111114,101.226,105.438,8
5,6.166666666666667,5.5,0.7327378534679111,4.930555555555555,7.695833333333332,4.0,6.006249999999994,5.7699444444444445,4.784,0.7822002584736603,4.4646937499999995,7.3671791666666655,3.784,5.534,0.3967222222222224,0.4660000000000002,0.09780228363542104,0.20235972222222243,0.5768375000000002,-0.0329999999999994,0.965,99.30069444444445,104.512,1.9684992744129213,95.37301041666669,102.75569444444446,100.51050000000001,104.976,8
6,6.097222222222222,5.25,0.7305193424545147,4.847222222222222,7.625347222222222,3.75,6.5,5.658805555555555,4.784,0.7793807511537344,4.325083333333333,7.283765277777777,3.534,5.784,0.4384166666666669,0.4660000000000002,0.09736467511534898,0.25800000000000023,0.6186118055555556,-0.032499999999999696,0.4660000000000002,99.8401388888889,104.28,1.9178580637324172,95.53955347222224,103.06074791666667,102.173,104.976,8
7,5.916666666666667,5.25,0.7317895004821215,4.680555555555555,7.333680555555555,3.7437500000000057,6.0,5.422777777777777,4.534,0.7869101248686606,4.006549999999999,6.922815972222222,3.034,5.534,0.4938888888888891,0.4660000000000002,0.10519837479716464,0.2858562500000003,0.7021722222222224,0.4649999999999998,0.4660000000000002,100.66033333333333,104.744,1.817812918413005,96.86734583333336,103.7521673611111,102.173,105.438,8
8,6.027777777777778,5.5,0.7418724819950167,4.736111111111111,7.611805555555555,3.75,6.0,5.9504722222222215,5.034,0.7962869532289952,4.505290972222222,7.520680555555553,3.534,6.034,0.0773055555555558,-0.0330000000000003,0.10738609927070858,-0.13088888888888864,0.28522361111111133,-0.0339999999999998,0.2160000000000002,100.27325000000002,104.744,1.8594116817376778,96.75913333333335,103.4729138888889,102.8785,104.976,8
9,6.666666666666667,6.5,0.7375958371951533,5.3187500000000005,8.222222222222221,4.5,7.25,7.005638888888888,6.783,0.7734011106924285,5.644749999999999,8.574777777777777,5.034,7.539249999999995,-0.3389722222222221,-0.5329999999999995,0.10585538567482922,-0.5470569444444445,-0.13071805555555552,-0.5339999999999998,-0.0339999999999998,98.79325,103.581,1.9360947894998766,94.87749236111112,102.10784027777778,101.7,104.512,8
10,7.442857142857143,7.5,0.6631892097819359,6.242857142857143,8.7,6.0,8.5,8.033228571428571,8.033,0.7574565057660082,6.690301428571428,9.447258571428572,6.533,9.033,-0.5903714285714283,-0.5329999999999995,0.20365324412229877,-1.0330571428571425,-0.24719000000000016,-0.5339999999999998,-0.0339999999999998,97.42594285714286,103.113,1.8850042172535384,93.9469892857143,100.91767571428572,96.402,104.048,8
11,8.914285714285715,9.0,0.6765848851716516,7.628571428571429,10.200357142857142,7.5,10.0,9.947142857142858,9.533,0.7885541658687776,8.375999285714286,11.51894357142857,7.533,11.532,-1.0328571428571427,-0.5339999999999998,0.24758672241064464,-1.5192214285714278,-0.5610507142857143,-1.5329999999999997,-0.532,93.41234285714286,101.226,2.6058688910255796,88.21478214285713,98.28749142857141,89.904,104.048,8
12,11.042857142857143,11.5,0.7612935223229291,9.626785714285715,12.586071428571428,9.5,13.0,12.903828571428571,13.032,0.8782627298622354,11.289742142857143,14.632527857142858,11.033,14.532,-1.8609714285714283,-1.0339999999999998,0.2802163824339929,-2.4756099999999996,-1.3895428571428572,-2.0329999999999995,-1.032,86.72477142857143,97.866,3.2785502522375003,80.41535285714286,92.90096642857142,73.928,101.7,8
13,15.342857142857143,15.5,0.8751401877066645,13.642142857142858,16.97142857142857,13.0,17.0,19.260199999999998,19.531,1.1310645664352579,16.98911214285714,21.417172142857137,17.532,22.031,-3.9173428571428572,-4.030999999999999,0.4897769239134069,-4.888686428571429,-2.9457921428571425,-6.030999999999999,-2.032,73.80862857142857,71.694,3.530774698738692,66.84348357142858,81.05948214285715,59.569,75.587,8
14,18.680555555555557,19.0,1.0355109117360932,16.693749999999998,20.684027777777775,16.0,22.0,22.503694444444438,23.031,1.2192888213512554,20.253513194444444,24.934111805555553,20.781,25.781,-3.8231388888888884,-3.780999999999999,0.4744483900759691,-4.795197916666667,-2.934304861111111,-5.280999999999999,-2.0329999999999995,63.97916666666666,56.278,3.820015982992409,56.863800694444436,71.34580972222223,48.953,66.004,8
15,20.22222222222222,21.0,1.0374810085170283,18.27777777777778,22.01423611111111,18.0,22.5,24.21208333333333,24.781,1.3553060173242193,21.627075,26.72671805555555,21.531,27.531,-3.989861111111111,-4.530999999999999,0.6030169522384496,-5.184333333333331,-2.8506013888888875,-5.530999999999999,-1.283,59.10544444444445,53.5475,3.890406933961611,52.3527486111111,66.89594097222222,45.7915,64.28871249999997,8
16,19.166666666666668,20.75,1.0574752802094092,16.98576388888889,21.00034722222222,17.0,22.25,23.12902777777778,25.031,1.626820130098051,20.10026736111111,26.18484513888889,19.5315,27.04974999999998,-3.9623611111111114,-3.280999999999999,0.8017923573902962,-5.51764722222222,-2.4068312499999993,-6.031499999999998,-0.2819999999999991,61.54647222222223,51.1105,4.303300830810477,53.47581319444444,68.8631236111111,44.888000000000005,64.84472499999995,8
17,18.166666666666668,19.25,1.0878112581387147,16.083333333333332,20.37708333333333,16.0,22.0,22.142916666666665,21.281,1.6058603338106179,18.948632638888885,25.284254166666667,17.032,27.031,-3.9762499999999994,-3.7814999999999994,0.7600293116475786,-5.532583333333332,-2.5310576388888895,-6.530999999999999,-0.5339999999999998,61.0593888888889,52.645,4.025574802746113,53.810750694444444,69.06237430555557,46.7705,67.14750000000001,8
18,16.09722222222222,17.0,0.9760666620409671,14.36111111111111,17.986805555555556,14.5,19.0,18.684749999999994,18.0315,1.5444375523070495,15.768411805555552,21.601999305555555,13.782,22.031,-2.587527777777778,-0.532,0.8757029090385559,-4.504690277777778,-1.003940972222222,-3.530999999999999,-0.032,66.3011388888889,60.161,4.164154711219633,58.254654861111106,74.68651944444446,51.113,73.648,8
19,13.944444444444445,14.5,0.9040863531979678,12.193750000000001,15.639583333333333,12.25,16.25,13.629583333333333,13.282,1.044058106221424,11.782266666666668,15.712638888888891,10.533,15.532,0.31486111111111137,0.4679999999999999,0.3917216681801882,-0.39330555555555513,1.1069805555555556,0.4649999999999998,0.968,76.42000000000002,68.583,3.398581893336438,69.91482986111112,83.40193541666667,64.848,84.731,8
20,10.958333333333334,10.75,0.7764834752276363,9.582986111111111,12.486805555555554,9.5,12.0,8.71363888888889,8.283,0.7696125258368941,7.283358333333334,10.268834722222223,7.283,10.033,2.244694444444445,1.717,0.31899011981376585,1.6054881944444448,2.9112270833333334,0.9664999999999999,2.9670000000000005,89.93338888888889,93.68,2.5259304330923027,85.0831861111111,94.80291319444443,87.853,102.173,8
21,8.958333333333334,9.0,0.7114078931781616,7.680208333333334,10.5,7.493750000000006,10.0,7.436222222222221,6.5335,0.7731161775476507,6.088932638888888,9.07486111111111,5.534,8.533,1.5221111111111114,1.2160000000000002,0.24776893286227542,1.036081944444445,2.008352083333333,0.4670000000000005,1.966,93.99455555555555,99.795,2.246955470855409,89.54798125,98.20830347222223,93.60557500000002,104.048,8
22,8.11111111111111,7.25,0.7243253870422691,6.708333333333333,9.48611111111111,6.5,9.0,6.783527777777777,5.534,0.8220215784118926,5.172777083333332,8.589122222222223,4.534,8.033,1.3275833333333336,0.9660000000000002,0.23358033992271846,0.8973770833333337,1.7856416666666668,0.4670000000000005,1.4660000000000002,95.07897222222222,101.463,2.1749646399191387,90.29929722222222,99.07732291666667,91.931,104.512,8
23,7.486111111111111,6.75,0.7412147127795813,6.138888888888889,9.028125000000001,6.0,8.25,6.547444444444444,5.784,0.8086410984499198,5.074861805555556,8.186345833333332,4.784,7.033,0.9386666666666668,0.9655,0.13639388572620129,0.6748875000000002,1.2163340277777777,0.4670000000000005,0.9664999999999999,95.88269444444444,102.644,2.1134825404814097,91.50161944444444,99.64920486111114,92.18100000000001,104.512,8
