day,inside_mean,inside_median,inside_sem,inside_ci_lower_mean,inside_ci_upper_mean,inside_ci_lower_med,inside_ci_upper_med,outside_mean,outside_median,outside_sem,outside_ci_lower_mean,outside_ci_upper_mean,outside_ci_lower_med,outside_ci_upper_med,diff_mean,diff_median,diff_sem,diff_ci_lower_mean,diff_ci_upper_mean,diff_ci_lower_med,diff_ci_upper_med,hum_mean,hum_median,hum_sem,hum_ci_lower_mean,hum_ci_upper_mean,hum_ci_lower_med,hum_ci_upper_med,rock
9,6.729166666666667,6.75,0.8047521710211691,5.229166666666667,8.3125,3.5,9.25,8.666416666666667,8.3335,0.9779666292665294,6.829164583333333,10.399376041666665,5.076,11.59,-1.93725,-0.5775000000000001,0.5950220804878723,-3.1449739583333334,-0.937453125,-1.6010374999999952,-0.32999999999999985,93.164875,101.066,3.007138378823482,86.89421562500002,98.40191145833334,89.745,102.953,15
10,10.0,7.5,1.0290174010162332,8.0,12.104687499999999,6.0,12.5,11.33725,8.8345,1.2465885422461658,9.12582291666667,13.758137499999998,6.58,13.092,-1.33725,-0.5789999999999997,0.8283272961827646,-3.025741666666666,0.12360520833333272,-0.8294999999999998,0.4199999999999999,84.56087500000001,92.2625,4.035143436791321,76.68543125,91.47856354166667,69.844,102.013,15
11,11.895833333333334,9.75,1.2401712008782992,9.582812500000001,14.541666666666666,7.25,14.0,13.485708333333333,11.3395,1.4713064027324896,10.709942708333333,16.532507291666665,7.582,19.3495,-1.589875,0.1650000000000005,1.043485587548818,-3.8624416666666668,0.28447291666666674,-0.33,0.9169999999999998,79.87370833333334,88.969,4.054236238352891,72.132359375,87.38472708333333,66.6755,94.759,15
12,13.520833333333334,10.75,1.429654604667625,11.020833333333334,16.418229166666666,9.0,12.5,12.715333333333334,12.591,0.9255598377657841,11.129788541666668,14.655203124999998,9.586,14.094,0.8055,-0.08249999999999995,0.7409414252504538,-0.48861041666666627,2.3053802083333323,-0.0850000000000008,0.9079999999999996,70.35120833333333,69.55099999999999,2.110776184576137,66.53350729166667,74.53966770833333,63.815,77.07977499999998,15
13,12.229166666666666,10.75,0.5151501528211856,11.25,13.167187499999999,10.5,13.0,13.612958333333333,11.59,0.7685625404270661,12.236206249999999,15.219767708333334,10.588,15.095,-1.3837916666666665,-0.5879999999999992,0.4315608467148875,-2.261805208333333,-0.6525156250000004,-0.5955000000000004,-0.0890000000000004,76.59495833333334,81.3665,3.104125565030391,70.71895729166668,82.56824166666667,67.2795,88.722,15
14,12.895833333333334,11.25,0.8302365466720626,11.416145833333333,14.521354166666667,10.5,13.0,13.112208333333333,11.840499999999999,0.7414753164145476,11.755732291666666,14.614522916666665,11.089,13.092,-0.21637500000000012,-0.0914999999999999,0.18820383657954712,-0.6113343750000002,0.15775729166666658,-0.5869999999999997,-0.08798749999999912,83.18362499999999,88.181,4.100851615254464,75.68250520833334,91.04451458333334,78.162,100.591,15
15,6.25,5.75,0.5851421232041205,5.166666666666667,7.334374999999999,4.5,7.5,7.685583333333334,6.3294999999999995,0.8153197512629735,6.119075,9.314,5.076,9.586,-1.4355833333333334,-0.07449999999999996,0.6233557441429722,-2.7497958333333337,-0.3499010416666671,-0.0869999999999997,0.4170125000000002,98.32225,103.421,2.42847607449282,93.36176979166667,102.29150208333333,102.484,103.8938125,15
16,4.916666666666667,2.5,0.8931435013533167,3.3953125000000006,6.770833333333333,1.5,6.0,5.680916666666666,4.8260000000000005,0.8819618856923522,4.135790625,7.435149999999999,1.8175,7.081,-0.76425,-0.07300000000000009,0.3339205041319119,-1.4564499999999996,-0.21846979166666713,-0.5869999999999997,-0.0669999999999999,98.90658333333333,104.12049999999999,2.331846196574868,94.29908333333334,102.88914479166667,100.591,104.816,15
17,9.479166666666666,6.5,1.1072386852159057,7.416145833333334,11.583854166666667,5.0,13.0,9.812833333333332,6.079000000000001,1.4768754358916316,7.246185416666667,12.484226041666668,4.575,11.089,-0.3336666666666668,0.6760000000000002,1.2912537801993949,-2.9205989583333323,2.084596874999999,0.1745000000000001,1.4219999999999997,74.05441666666667,79.76599999999999,3.2897730880278906,67.10835729166668,79.73510729166667,68.139,84.571,15
18,10.9375,7.75,1.2417526840159718,8.6875,13.4375,7.0,11.5,9.543750000000001,8.3335,0.7414855590226491,8.291455208333334,11.088083333333332,7.3315,10.588,1.39375,0.419,0.6739646655953222,0.06298854166666673,2.8302510416666666,-0.5810000000000004,1.9174999999999995,92.85908333333333,97.94800000000001,2.3587162506641923,87.90838229166667,96.86444791666668,91.771,99.635,15
19,6.208333333333333,5.5,0.7165971486337019,4.916145833333334,7.770833333333333,4.0,6.5,6.516625,5.578,0.693121812632339,5.263598958333334,7.8941260416666665,4.575,6.830500000000001,-0.3082916666666666,-0.07849999999999994,0.17010884707167098,-0.6413354166666667,0.025550000000000083,-0.5960000000000001,-0.0729999999999999,100.50304166666668,102.9525,1.5445742207725865,97.38436250000002,103.08605104166666,102.484,104.353,15
20,5.416666666666667,4.75,0.3019661816813715,4.8953125,6.041666666666667,4.5,6.0,6.600249999999999,5.076,0.4876643544949001,5.723416666666668,7.643960416666666,5.076,7.582,-1.1835833333333332,-0.5774999999999997,0.2378041676712916,-1.6857322916666664,-0.7651635416666666,-1.3295249999999998,-0.5759999999999996,98.62237499999999,101.541,1.249681602655774,95.99939583333334,100.77369479166666,95.993,102.484,15
21,11.4375,9.0,1.0479070323987356,9.582812500000001,13.584375,7.5,13.0,10.774750000000003,8.083,0.9052495517291335,9.08458125,12.485667708333333,7.582,13.092,0.66275,-0.0810000000000004,0.8814217419247617,-1.0274802083333334,2.4541427083333334,-0.3325,0.9189999999999996,84.11995833333334,91.0125,3.2024705439815437,77.78365520833333,89.81676145833335,81.31800000000001,93.774,15
22,10.416666666666666,9.25,0.8090669762020178,8.9375,11.917187499999999,7.25,11.5,10.295083333333332,8.8345,0.72534179828254,9.001289583333334,11.735597916666666,7.582,11.089,0.12158333333333331,-0.0810000000000004,0.17213829876284412,-0.21087708333333333,0.45451562499999987,-0.33150000000000013,0.41250000000000053,74.84154166666666,78.15549999999999,2.3650893853402573,69.67110833333334,79.34540104166666,71.535,81.927,15
23,5.5,4.0,0.7790276362049132,4.124479166666667,6.9171875,3.5,5.5,5.7855,4.575,0.8297440805034013,4.3032489583333335,7.497292708333333,4.067737500000005,4.575,-0.28550000000000003,-0.09100000000000015,0.16519275083228155,-0.6224468749999998,0.008210416666666677,-0.5730000000000002,-0.0729999999999999,97.96249999999999,103.888,2.7300380345866717,92.10114999999999,102.65324999999999,102.9525,104.816,15
24,3.9375,2.75,0.8138923410093151,2.561979166666667,5.688541666666666,1.5,4.0,6.4310833333333335,3.322,1.3847790828842415,3.987757291666667,9.312497916666665,2.0685,5.076,-2.4935833333333335,-0.567,0.9062658652617606,-4.183921875,-0.9697739583333332,-0.5730124999999999,-0.0759999999999996,92.31983333333335,104.353,4.447266514985809,83.71582812499999,100.62081979166666,103.421,104.816,15
25,9.25,7.25,1.0166191483311848,7.333333333333333,11.104687499999999,5.5,10.5,9.105,6.830500000000001,0.9128143770540218,7.392456250000001,10.942629166666666,5.578,12.591,0.14500000000000002,0.4129999999999998,0.7533945018131729,-1.2952322916666665,1.68676875,-0.0780000000000002,0.9219999999999996,84.36200000000001,90.253,3.5010243713163045,78.20855729166666,90.92626875,70.972,98.674,15
26,9.75,7.75,0.7625757268169732,8.291666666666666,11.3125,7.0,12.0,10.566166666666668,9.3355,0.870315332381188,8.95958125,12.297962499999999,7.081,12.841999999999999,-0.8161666666666664,-0.0810000000000004,0.5612691450098576,-1.8820343749999993,0.2885968749999998,-0.5869999999999997,-0.0789999999999997,76.49520833333334,80.859,2.12518409942439,72.41457395833332,80.32367291666667,70.409,83.518,15
27,12.3125,11.0,0.8409861468986053,10.8125,13.833333333333334,9.0,13.5,12.820083333333335,12.341,0.788314000551927,11.380497916666666,14.426585416666667,9.586,15.596,-0.5075833333333333,-0.0839999999999996,0.4907787508712692,-1.4252114583333333,0.36595104166666687,-0.0860000000000003,0.4110249999999996,73.70804166666666,73.4745,3.3330615737838785,66.942140625,80.36290520833333,61.183,82.51058749999996,15
28,13.104166666666666,12.0,0.435077836059195,12.353645833333333,13.958333333333334,12.0,13.5,13.363249999999999,12.591,0.4272390942545173,12.570540625,14.197667708333334,12.091,14.094,-0.25908333333333305,-0.09400000000000025,0.10281529655315891,-0.4677937499999997,-0.05218958333333312,-0.5909999999999993,-0.08999999999999986,70.53983333333333,74.876,2.267894693183963,65.78491354166667,74.35623020833333,71.52799999999999,76.526,15
29,9.645833333333334,9.5,0.9244461555139081,7.875,11.479166666666666,5.75,13.0,9.898083333333332,10.087,0.9248512765607445,8.122277083333335,11.6513375,6.079000000000001,12.847762499999995,-0.25225000000000003,-0.0920000000000005,0.06511281319394048,-0.379425,-0.127290625,-0.33599999999999985,-0.0799875,88.75929166666667,98.91,3.3470126851835498,82.25384583333333,95.316465625,72.654,103.421,15
30,4.104166666666667,3.0,0.6559228250453394,2.9786458333333337,5.4796875,2.0,5.0,5.325833333333333,3.8235,0.8874719952035284,3.7600833333333337,7.059947916666666,3.071,5.082762499999995,-1.221666666666667,-0.821,0.30763403268759604,-1.828917708333334,-0.6768635416666667,-1.0710250000000001,-0.32250000000000006,103.16008333333333,104.353,1.1087061755740513,100.72885624999999,104.63784374999999,103.888,104.816,15
31,9.875,6.5,1.0910746264943156,7.936979166666667,12.021354166666667,6.0,13.5,10.836583333333332,8.584,1.1705216861784364,8.562410416666665,13.112515625,6.58,13.092,-0.9615833333333333,-0.5759999999999996,0.8849939632084838,-2.7145916666666663,0.624586458333333,-0.5800000000000001,-0.0759999999999996,88.70216666666666,97.4585,4.134963677997364,80.37062708333333,96.121625,87.42,102.484,15
32,14.375,11.75,1.0509010971266655,12.416666666666666,16.458854166666665,10.5,16.5,13.549833333333334,11.088999999999999,0.9628857361189106,11.75591666666667,15.344152083333336,9.586,17.097,0.8251666666666663,0.6574999999999989,0.6743115320610582,-0.4871937500000002,2.1370593749999998,0.4139999999999997,1.4139999999999997,64.48254166666668,63.526,3.7086857700847164,57.28760937500001,71.54331458333333,54.008,73.768,15
33,13.791666666666666,11.75,0.8917479307408996,12.125,15.5625,10.5,15.0,13.446083333333334,11.840499999999999,0.7797023584766241,12.069494791666667,14.885810416666667,10.588,14.094,0.3455833333333335,0.16000000000000014,0.2214046226808384,-0.049293749999999914,0.7605093749999999,-0.0879999999999991,0.4139999999999997,49.871916666666664,51.873999999999995,1.5360964347802013,46.86678645833334,52.65565625,46.86235000000005,54.614,15
34,22.25,22.0,0.2553769592276246,21.729166666666668,22.75,22.0,22.5,22.871875,22.601,0.2149445691310042,22.455083333333334,23.267791666666664,22.351,23.101,-0.6218749999999993,-0.3514999999999997,0.18670747786756342,-0.9969177083333328,-0.3094156249999992,-0.6009999999999991,-0.100999999999999,55.95070833333333,60.002,1.6263584104594977,52.43608958333334,58.97800104166666,57.623,60.593,15
35,21.2,21.0,0.19999999999999998,20.849375000000002,21.6,20.5,22.0,21.625550000000004,21.601,0.20681134900906012,21.22539875,22.00085,21.1,22.351,-0.42555000000000015,-0.6000000000000014,0.05473272258030498,-0.5256000000000001,-0.32545000000000035,-0.6009999999999991,-0.100999999999999,60.9755,61.183,0.16717733257327608,60.650796250000006,61.27146,60.593,61.183,15
0,16.6875,13.0,1.4960129681004233,14.041666666666666,19.6046875,11.5,19.5,16.385875,12.5915,1.5462911287191152,13.402575,19.287359375,10.586,21.606,0.3016249999999998,0.41300000000000026,0.6100726044119549,-0.78425,1.552064583333333,-1.1060000000000016,0.9159999999999995,63.40795833333333,74.90950000000001,4.614088398777826,53.44467083333333,71.75427604166667,49.102,82.064,16
1,15.729166666666666,13.5,0.9733678119513689,13.833333333333334,17.688020833333333,12.5,17.0,15.803833333333335,13.093,1.1678720796578899,13.78025,18.244934375,11.589,18.102,-0.07466666666666673,-0.0890000000000004,0.3285438264428656,-0.7621739583333335,0.529028125,-0.11286249999999398,0.9109999999999996,78.93425,77.7885,5.038199525009341,69.029621875,88.38767083333335,62.142,102.3379625,16
2,12.125,10.0,0.9641443228906754,10.375,13.895833333333334,9.0,12.5,11.545083333333332,9.3325,0.9579937764855387,9.81108125,13.486140624999999,8.58,10.586,0.5799166666666666,0.4199999999999999,0.2851475775846876,0.07975833333333353,1.225678125,-0.0779999999999994,0.6700124999999999,102.16920833333334,105.154,1.6953603000618973,98.17428645833334,104.75519791666667,104.388,105.663,16
3,10.5,10.0,0.6291528696058958,9.333333333333334,11.6875,8.75,11.0,10.271583333333332,9.834,0.7325618609597762,9.018021875,11.776124999999999,8.078,10.586,0.2284166666666665,0.4169999999999998,0.16795917935603188,-0.12747604166666673,0.48194999999999943,0.4079999999999995,0.42301249999999996,99.22754166666668,104.132,2.9136774387903377,92.81666979166667,104.141621875,103.619,104.644,16
4,8.0,6.75,0.9392797117001913,6.290104166666668,9.770833333333334,5.0,9.5,7.803958333333331,6.322,1.1122209102446272,5.88049375,10.207206249999999,4.063,9.088262499999995,0.19604166666666667,0.43900000000000006,0.33136606514158246,-0.4960656249999998,0.7398552083333336,0.4179999999999992,0.6935999999999949,86.72587499999999,96.5365,4.355950602300602,78.01924895833334,94.70528645833332,74.89081250000001,105.154,16
5,7.4375,6.0,0.7073069076392531,6.270833333333333,8.791666666666666,4.5,9.5,7.700375000000001,5.82,0.8626257644341374,6.132188541666667,9.520399999999999,4.5655,10.586,-0.2628749999999999,0.18100000000000005,0.19686002818618048,-0.6831062499999999,0.07866354166666645,-0.5920000000000005,0.4370000000000003,81.54075,78.65299999999999,3.984860564473631,74.035390625,89.29179895833333,66.962,102.073,16
6,8.958333333333334,7.0,0.9949677124370774,7.124479166666667,10.917187499999999,5.5,10.5,8.723458333333333,5.82,1.1554237646904593,6.6327291666666675,11.000460416666668,4.817,10.586,0.23487499999999992,0.6865000000000001,0.24819517589015494,-0.22734270833333342,0.7154375000000001,-0.5860000000000003,0.939,88.09491666666668,100.50550000000001,4.143078396693375,79.833459375,95.15473229166668,77.0685,103.619,16
7,12.0625,10.75,1.0650544740099896,10.104166666666666,14.021354166666667,8.0,16.25,12.086083333333335,9.082,1.388755517497312,9.371739583333333,14.759171875,6.573,16.099,-0.023583333333333678,0.9279999999999999,0.5277838919999259,-1.1696833333333334,0.8968572916666666,-0.592637500000001,1.407,80.35366666666667,93.358,5.081583040556125,70.14723749999999,89.63320416666667,60.313,103.105,16
8,11.833333333333334,9.25,1.217574606627994,9.686979166666667,14.335416666666665,8.0,11.0,12.023000000000001,9.0815,1.4477200140670967,9.477530208333334,14.75748125,7.577,11.0875,-0.1896666666666668,0.17099999999999987,0.3113708624930435,-0.862780208333333,0.3120916666666664,-0.0830000000000001,0.4269999999999996,74.9765,76.0685,5.902466802231867,63.43328020833334,86.09479270833334,69.341,101.555,16
9,6.9375,6.75,0.8390991654270012,5.375,8.667187499999999,3.5,9.5,6.550458333333334,5.5695,0.9359279824486039,4.710194791666667,8.222875,3.059,9.082,0.38704166666666656,0.9164999999999992,0.17706571161256698,0.029871875000000013,0.7033208333333332,0.447,0.9340000000000002,103.17229166666668,107.182,2.049970511876256,98.95031145833333,106.75655104166667,105.1539875,107.686,16
10,10.145833333333334,7.5,0.9712717489901956,8.270833333333334,12.166666666666666,6.0,13.5,10.332458333333333,6.824,1.1756981027925597,8.159733333333334,12.652345833333332,5.569,14.345500000000001,-0.18662499999999993,0.4234999999999997,0.3075900940981664,-0.7947843749999999,0.4042749999999998,-0.32299999999999995,0.4320000000000004,87.51379166666668,102.8475,4.323440609378493,79.40975520833334,95.80281666666666,73.456,104.644,16
11,11.145833333333334,9.5,1.0811624709761911,9.166145833333333,13.395833333333334,7.0,13.5,10.771,8.329,1.209956630256411,8.724535416666667,13.276213541666667,6.071,12.854512499999988,0.37483333333333335,0.6665000000000001,0.29435771806354066,-0.24934583333333318,0.8541281249999998,0.41449999999999987,0.9290000000000004,86.54325,93.6335,3.687006611674162,78.68271666666668,93.39330624999998,85.70150000000001,96.837,16
12,12.916666666666666,10.25,1.2272076626810131,10.707812500000001,15.438020833333333,8.5,14.5,13.650416666666667,9.834,1.6627596167745744,10.459041666666666,17.197085416666663,8.078,14.095,-0.73375,0.16049999999999895,0.5758853525760089,-1.899606249999999,0.22735312500000004,-0.33649999999999997,0.423,69.81879166666667,78.368,3.7489192075266438,62.209286458333345,76.59380520833334,62.142,82.064,16
13,12.520833333333334,10.75,0.7300977492294793,11.1875,14.083854166666667,9.75,14.0,12.820166666666665,10.586,0.7319295242729423,11.504873958333334,14.260838541666665,10.085,14.596,-0.2993333333333336,-0.09899999999999926,0.13439779353922657,-0.5481052083333336,-0.030448958333333633,-0.5850000000000009,-0.0850000000000008,81.257875,87.9195,3.140213253346748,75.1058625,86.95168541666666,77.509,91.745,16
14,13.375,11.0,1.0073327170793924,11.520312500000001,15.395833333333334,10.5,12.506249999999994,13.799541666666668,11.3385,1.212727715026783,11.62999375,16.010715625,10.3355,12.592,-0.4245416666666669,-0.0860000000000003,0.24166109922997256,-0.9680364583333334,-0.00480625000000053,-0.0920000000000005,0.4049999999999993,82.92420833333333,89.83449999999999,4.753878751197167,73.50403750000001,92.06235416666668,78.655,101.294425,16
15,6.5625,6.25,0.6243202825612759,5.416666666666667,7.791666666666667,4.5,8.75,5.5056666666666665,5.0675,0.6510028208121023,4.2291125,6.844645833333334,4.063,7.075,1.0568333333333333,0.94,0.0923567175955499,0.887034375,1.2320927083333333,0.9224999999999994,1.4249999999999998,105.16033333333333,105.663,1.051110885204396,102.839890625,106.72795,104.89116250000001,106.6765,16
16,5.020833333333333,3.25,0.7681848350633175,3.6661458333333337,6.520833333333333,2.0,5.5,4.710125000000001,3.059,0.8875908308541186,3.100288541666667,6.363684374999998,1.553,5.569,0.31070833333333336,0.9340000000000002,0.22159647585853595,-0.1333052083333333,0.726165625,0.4100000000000001,0.947,99.60525,105.663,2.9976658614408365,93.61838125,104.858475,104.644,106.677,16
17,8.520833333333334,6.5,0.9842413978425483,6.603645833333334,10.416666666666666,4.5,12.0,8.91175,5.82,1.114637081461749,6.780828124999999,11.126383333333335,5.068,13.093,-0.39091666666666675,-0.5669999999999997,0.24427824712181856,-0.8553885416666669,0.07010104166666671,-0.8415,0.4019999999999992,74.305875,72.578,1.968709857021153,70.918184375,78.34394270833333,70.523,77.509,16
18,10.083333333333334,7.75,0.9815631327504508,8.352604166666667,12.188020833333333,6.5,11.5,9.87325,7.8275,1.0498644533800612,8.013580208333334,11.983303124999999,6.573,9.583,0.21008333333333326,0.41049999999999986,0.19795246205667544,-0.20895520833333348,0.5692187499999997,-0.0730000000000004,0.431,89.60700000000001,98.684,3.8530420806633194,81.85601354166668,96.3309375,91.474,101.814,16
19,6.291666666666667,5.0,0.7666725740163086,4.936979166666667,7.875,4.0,6.0,5.6306666666666665,4.063,0.8125682929307103,4.334076041666667,7.366777083333334,3.561,5.82,0.6610000000000001,0.9330000000000003,0.14819675767542032,0.36714687500000004,0.9339208333333334,0.443,0.9409999999999998,101.46741666666667,104.388,1.9968247511122728,96.87074687500001,104.647696875,102.589,105.917,16
20,5.520833333333333,4.75,0.3177695801027017,4.9375,6.208333333333333,4.5,6.0,5.569166666666667,4.566,0.3649770921274071,4.941791666666667,6.322041666666667,4.566,6.573,-0.04833333333333322,-0.0659999999999998,0.11524799452288051,-0.2785895833333333,0.16150937500000007,-0.0730000000000004,0.4320000000000004,104.67354166666667,105.663,1.0061123359412771,102.65514375,106.41370520833333,104.132,107.182,16
21,10.520833333333334,8.0,0.980091299478783,8.644791666666668,12.520833333333334,6.5,13.5,11.167416666666668,7.577,1.2945181170980844,8.765485416666666,13.840367708333334,6.573,14.095,-0.6465833333333334,-0.3360000000000003,0.4323553411285854,-1.5240572916666666,0.15209583333333318,-0.8345249999999997,-0.0689999999999999,79.22695833333334,90.93,4.602496064865068,69.43399479166666,88.18362604166666,67.47466250000008,95.775,16
22,10.520833333333334,8.5,0.9356463155369009,8.854166666666666,12.292187499999999,7.0,12.0,10.750875,8.58,1.0443993199624575,8.933473958333334,12.943588541666667,7.075,11.088,-0.2300416666666667,-0.0750000000000001,0.1903775090156651,-0.6297187500000001,0.08337499999999999,-0.1030000000000015,-0.07200000000000005,75.05820833333333,78.93350000000001,3.4186241750044006,68.01246354166668,81.18081145833334,70.523,85.427,16
23,6.104166666666667,4.0,0.8302365466720626,4.520833333333333,7.6875,4.0,6.75,5.650583333333333,3.561,1.0223313313927844,3.9358656250000004,7.656142708333332,3.059,4.063,0.4535833333333333,0.9130000000000003,0.29157731291753924,-0.13421458333333333,0.9587114583333334,0.439,0.9430499999999998,99.12279166666667,105.917,3.1594871562492908,92.19927291666667,104.72638541666667,104.1315,107.182,16
24,3.3958333333333335,2.75,0.7077336549355997,2.1458333333333335,4.938020833333333,1.0,3.75,3.079166666666667,2.306,0.6510519878022462,1.9080406249999997,4.459219791666667,1.05,3.316274999999994,0.3166666666666667,-0.048,0.12035776479269511,0.10851041666666668,0.5448770833333334,-0.05,0.44749999999999984,104.71045833333334,106.424,1.259968933622029,102.18482812500001,106.59751875,105.154,107.686,16
25,9.0625,7.25,1.0935882385556488,7.207291666666667,11.166666666666666,4.5,13.0,9.328999999999999,6.824,1.2310183556832066,7.009772916666668,11.793521875,4.810725000000006,11.839500000000001,-0.26649999999999985,-0.0619999999999998,0.27222402592323675,-0.8285916666666664,0.2156645833333333,-0.32550000000000034,0.4159999999999999,83.949375,89.81700000000001,3.986882921591764,76.26143333333333,90.94149999999999,76.9235,100.516,16
26,10.020833333333334,7.0,0.9796290921632332,8.104166666666666,11.791666666666666,6.5,13.5,10.646041666666667,7.3260000000000005,1.1454836401503312,8.452,12.839829166666666,6.573,14.596,-0.6252083333333335,-0.5750000000000002,0.21906385955286667,-1.087415625,-0.22308854166666708,-0.8375000000000004,-0.0730000000000004,81.79733333333333,84.30850000000001,3.480463510625025,74.97451770833334,88.49125520833333,73.32001250000002,88.744,16
27,12.208333333333334,10.0,1.0754661386854247,10.291666666666666,14.270833333333334,8.5,14.0,13.193375000000001,9.5835,1.3277522179304402,10.813563541666667,15.970303125,8.329,15.861024999999989,-0.9850416666666669,-0.5985000000000005,0.31032127157380557,-1.592909375,-0.4207489583333336,-1.0969999999999995,-0.0769999999999999,75.47125,81.4985,4.08196068096029,68.04066979166666,83.28049583333333,61.227500000000006,89.293,16
28,13.041666666666666,11.5,0.5835274004304684,12.020833333333334,14.229166666666666,11.25,13.5,13.509458333333333,12.09,0.6576382121200524,12.319816666666666,14.69921875,11.589,14.101262499999995,-0.46779166666666655,-0.5899999999999999,0.15195367785733904,-0.7412927083333333,-0.1749145833333333,-0.5920000000000005,-0.5879999999999992,71.23337500000001,75.78,3.00561515431407,65.63513645833333,76.683840625,73.4505,76.934,16
29,10.083333333333334,10.0,0.8976956543966923,8.353645833333333,11.855729166666665,6.5,12.5,9.685166666666667,9.583,1.0693287659376962,7.7001229166666665,11.712251041666665,5.068,12.592,0.3981666666666667,0.41749999999999954,0.2056279412957925,-0.0014041666666667891,0.7964458333333333,-0.0920000000000005,0.939,91.18629166666666,103.1045,4.033549873429887,83.09008125,98.44489270833333,75.4905,108.69,16
30,4.229166666666667,3.5,0.4834012633423357,3.3958333333333335,5.291666666666667,2.75,4.75,3.4766250000000003,2.808,0.665813498858863,2.326333333333333,4.835844791666667,2.055,4.069762499999994,0.7525416666666667,0.9420000000000001,0.22905074258369063,0.28869687499999996,1.1513864583333333,0.423,1.4449999999999998,109.24183333333333,109.689,0.43376068113928423,108.36094374999999,109.99216249999999,109.4395,110.683,16
31,9.395833333333334,6.5,1.0700040492722154,7.3328125,11.479687499999999,5.75,13.0,10.265958333333332,5.569,1.746131048752433,7.239059375,13.585422916666666,4.3145,13.594,-0.8701250000000003,0.431,0.825575381947145,-2.5671260416666657,0.5339562499999997,-2.591,0.9340000000000002,90.43537500000001,102.8475,4.260305161814635,82.04221354166667,97.96979791666669,83.19,105.154,16
32,12.458333333333334,10.0,1.1863950491132313,10.374479166666667,14.689062499999999,7.743750000000006,17.0,13.982708333333335,8.831,1.8845345958725352,10.518660416666666,17.863515625,6.071,20.605,-1.5243749999999998,-1.3285,0.8065141395485059,-3.0915479166666664,-0.061265624999999914,-2.5925000000000002,0.9290000000000004,66.121375,76.33449999999999,5.225233516663967,55.53879270833334,76.00815208333333,44.8675,85.427,16
33,12.5,9.75,1.1385058858758321,10.457812500000001,14.730729166666665,8.5,13.506249999999994,13.797375,10.085,1.5484443839512667,10.855523958333334,16.78266354166667,8.58,15.598,-1.297375,-0.33,0.5100464699363826,-2.2167125000000003,-0.3536468750000005,-2.59,0.4269999999999996,53.77995833333333,62.4455,3.1326350575689514,47.34481354166667,59.261618750000004,46.554,63.354,16
34,21.9375,22.0,0.3448803877927215,21.208333333333332,22.541666666666668,22.0,22.75,22.60641666666667,22.607,0.3576240988452529,21.876707291666662,23.211559375000004,22.106,23.357,-0.6689166666666667,-0.6069999999999993,0.11783092340154953,-0.9186249999999997,-0.4605406249999999,-0.6069999999999993,-0.6054999999999993,56.777874999999995,60.313,1.6608469632058873,53.31340520833333,59.711216666666665,60.313,60.924,16
35,21.11904761904762,21.0,0.21795795221611064,20.714285714285715,21.571428571428573,20.5,21.5,21.558428571428575,21.606,0.18883406133716557,21.177190476190475,21.915810714285712,21.106,22.106,-0.4393809523809531,-0.6060000000000016,0.06292495440301352,-0.5353880952380953,-0.2966666666666672,-0.6060000000000016,-0.6050000000000004,61.44590476190475,61.533,0.09667409424900884,61.242904761904754,61.61999999999999,61.533,61.533,16
0,17.104166666666668,14.5,1.331400036338923,14.832812500000001,19.875,12.493750000000006,19.0,16.385875000000002,12.5915,1.5462911287191152,13.526515625000002,19.55457708333333,10.586,21.606,0.7182916666666666,1.4144999999999994,0.884849257364129,-0.9922614583333336,2.4076604166666664,-1.3415,2.8939999999999984,,,,,,,,17
1,15.791666666666666,14.0,0.8372642793228146,14.354166666666666,17.583333333333332,12.5,17.75,15.512083333333331,13.093,1.078094074295653,13.697360416666667,17.597616666666667,11.589,17.607262499999994,0.27958333333333335,0.6529999999999996,0.6611362526935004,-0.9314135416666662,1.4925718749999994,-0.8514999999999997,1.4139999999999997,,,,,,,,17
2,12.208333333333334,10.5,0.8125580618421889,10.75,13.772395833333333,9.5,13.012499999999989,11.670166666666667,9.3325,1.0131646050411613,9.854120833333333,13.736423958333331,8.58,10.586,0.5381666666666667,0.4220000000000006,0.7065100865631424,-0.8814645833333331,1.7899291666666668,-0.09353749999999966,1.4220000000000006,,,,,,,,17
3,10.625,10.5,0.5171427213090198,9.708333333333334,11.667187499999999,8.75,12.0,10.104791666666666,9.834,0.6150660886463972,8.997146874999999,11.316211458333333,8.078,10.586,0.5202083333333332,0.9239999999999999,0.48422548339084404,-0.4799395833333328,1.3755802083333333,0.6639999999999997,1.4269999999999996,,,,,,,,17
4,8.020833333333334,7.25,0.7816273243397964,6.541666666666667,9.604166666666666,5.5,9.0,7.511708333333334,6.322,1.0174856094826241,5.73595625,9.47723125,4.063487499999999,9.082,0.509125,1.4235000000000002,0.4716840332459887,-0.435601041666666,1.3891635416666663,0.17200000000000015,1.9360249999999999,,,,,,,,17
5,7.645833333333333,7.0,0.6380728221202517,6.436979166666667,8.854166666666666,5.0,10.0,7.930041666666668,5.82,0.9404973427586658,6.174291666666666,9.811633333333331,4.063,10.586,-0.2842083333333333,0.6749999999999998,0.5163755619111052,-1.3519489583333328,0.6610291666666664,-1.5950000000000006,0.939,,,,,,,,17
