elapsed_hour,temperature_in_C_mean,temperature_in_C_median,temperature_in_C_sem,temperature_in_C_ci_lower,temperature_in_C_ci_upper,temperature_out_C_mean,temperature_out_C_median,temperature_out_C_sem,temperature_out_C_ci_lower,temperature_out_C_ci_upper,temperature_diff_C_mean,temperature_diff_C_median,temperature_diff_C_sem,temperature_diff_C_ci_lower,temperature_diff_C_ci_upper,humidity_perc_RH_mean,humidity_perc_RH_median,humidity_perc_RH_sem,humidity_perc_RH_ci_lower,humidity_perc_RH_ci_upper
50,12.352666666666668,12.5,0.34395800777291274,11.721594444444444,12.969183333333334,11.435222222222222,11.589,0.36526618063550503,10.757530555555554,12.089813888888889,0.9174444444444444,0.4930000000000003,0.4108814749045679,0.25086388888888916,1.7604777777777776,78.19460000000001,78.162,3.269514866153691,72.43159999999999,83.3684
51,11.908,12.0,0.30927679979088135,11.333333333333334,12.516222222222222,10.824,11.089,0.29152372687884837,10.271177777777778,11.318150000000001,1.084,0.9930000000000004,0.3554892169016289,0.5092694444444444,1.853613888888889,87.90299999999999,87.586,2.580464803092653,83.2122,92.8932
52,11.574666666666666,11.5,0.3191776325357263,10.966169444444445,12.138333333333334,10.767666666666667,10.586,0.2693290531838125,10.283391666666665,11.245611111111112,0.8070000000000002,0.5,0.2711309134389183,0.3573638888888892,1.3335277777777776,96.20519999999999,101.067,3.492131274737534,90.8586,101.53299999999999
53,11.574777777777777,12.0,0.3518197051591505,10.899888888888889,12.249872222222221,10.879333333333333,11.088,0.18274086084459115,10.496272222222222,11.225666666666665,0.6954444444444446,0.5,0.41155761413572023,0.05697222222222279,1.5040444444444443,97.8684,100.114,2.2673211197358007,93.476,101.5492
54,11.463555555555555,11.5,0.29751695148302576,10.910816666666667,11.97696111111111,10.934888888888889,11.088,0.1605663971733643,10.6081,11.209013888888888,0.528666666666667,0.4900000000000002,0.3592735726434662,-0.025308333333332902,1.2305944444444443,99.4586,99.155,1.4729843719469669,96.975,101.9422
55,11.574666666666666,11.5,0.25913729737127555,11.122111111111112,12.071777777777777,11.379888888888889,11.5,0.1895344768142054,11.029444444444444,11.726666666666667,0.194777777777778,-0.0899999999999998,0.3264799967403898,-0.27964166666666634,0.9376666666666669,99.4624,99.155,1.2957347568078907,97.1886,101.5694
56,11.574555555555555,11.5,0.15311389289522634,11.277777777777779,11.841333333333333,11.101888888888888,11.033,0.11002328597524315,10.904738888888888,11.306033333333332,0.4726666666666666,0.4109999999999996,0.20032896556525323,0.11896944444444463,0.8904666666666662,100.6434,100.413,0.8198017199298864,99.28220000000002,102.13000000000001
57,11.407888888888888,11.5,0.14002107425158503,11.177391666666667,11.665549999999998,11.324222222222224,11.5,0.09197671471292466,11.148544444444443,11.486583333333334,0.0836666666666667,-0.0069999999999996,0.14964699202530665,-0.1652361111111111,0.3986611111111108,101.49980000000001,102.173,0.7520461687955055,100.2158,102.80872000000001
58,12.18588888888889,12.1,0.22361726009489002,11.777777777777779,12.579888888888888,12.825999999999999,13.532,0.35937240820321437,12.18053888888889,13.469941666666665,-0.6401111111111109,-1.032,0.4184831552578525,-1.365994444444444,0.16745555555555572,101.72279999999999,101.7,1.1429985739273714,99.735435,103.52080000000001
59,13.46411111111111,13.5,0.23059382547171337,13.011444444444445,13.878152777777775,14.88388888888889,16.114,0.8997652848944745,13.015588888888889,16.47,-1.4197777777777782,-2.511000000000001,0.8890038241665309,-2.8807000000000005,0.19898888888888827,102.32900000000001,100.114,2.376211838199615,98.3412,106.3816
60,14.242222222222223,14.0,0.19520664106543448,13.912222222222223,14.60388888888889,14.549111111111111,14.596,0.3391099643201812,13.876516666666667,15.139838888888889,-0.30688888888888893,-0.9250000000000008,0.3665619336954779,-0.9040055555555556,0.4304444444444443,102.2274,100.274,1.998889331603928,98.8812,105.57360000000001
61,15.687,16.0,0.4189189791727168,14.887922222222224,16.409308333333335,18.88511111111111,19.099,1.1734706885091435,16.972605555555553,21.39246111111111,-3.1981111111111113,-2.603999999999999,0.9449438467214812,-5.018780555555556,-1.5842055555555552,101.3864,99.635,3.3922238516937524,96.6966,107.9138
62,19.298666666666666,19.11,1.0528359057538095,17.41302777777778,21.230888888888888,18.88555555555556,19.599,1.2941738689551803,16.470194444444445,21.29114722222222,0.4131111111111107,1.3949999999999996,1.2833342364114186,-1.9985083333333333,2.7293749999999997,93.2322,92.114,7.039759735956902,82.71929,107.05199999999999
63,20.465444444444444,19.611,0.6629653315703602,19.344352777777782,21.734772222222222,20.774333333333335,19.604,0.8595712917237032,19.234786111111113,22.476808333333338,-0.308888888888889,0.4869999999999983,0.9059538473105514,-2.0229,1.2401749999999994,83.86120000000001,87.239,4.4804814071704415,76.079,90.91832500000001
64,19.965555555555554,19.611,0.18885194900232113,19.64973611111111,20.333333333333332,20.16288888888889,20.5,0.5944796381066864,19.24215277777778,21.323555555555554,-0.19733333333333292,-0.5,0.5681127871196783,-1.1886416666666662,0.850191666666667,92.27040000000001,91.771,2.454741322420757,88.09819999999999,96.35830999999999
65,20.68788888888889,20.5,0.3519785522365928,20.020999999999997,21.31383333333333,21.719222222222225,21.5,0.6868991875283887,20.439258333333335,22.923427777777775,-1.0313333333333334,-1.606999999999999,0.7717245478652198,-2.3218972222222223,0.5671194444444442,80.4504,80.267,5.052068592170934,71.7678,89.41999999999999
66,17.297555555555554,17.0,0.922899764497013,15.594816666666667,19.0,13.712777777777779,12.008,1.2621582021127518,11.568833333333332,16.13177222222222,3.5847777777777776,4.91,1.7631591736439844,0.16652777777777863,6.618763888888888,97.76880000000001,98.833,1.3807341308159222,95.02459999999999,99.3294
67,13.741666666666667,13.102,0.638086418737915,12.583030555555554,14.901327777777777,14.379,11.507,1.746266422017748,11.121622222222223,17.758644444444442,-0.6373333333333332,0.9670000000000004,1.7497129288352802,-4.104069444444443,2.4584305555555557,101.667,101.7,0.4445999325236125,100.93500499999999,102.451165
68,12.185777777777778,12.072,0.3882754526885441,11.474511111111111,12.896888888888888,11.601222222222223,11.007,0.40924553814773246,10.911355555555556,12.413450000000001,0.5845555555555555,0.5,0.46044887854471583,-0.2367777777777778,1.4526277777777776,101.88640000000001,101.384,0.6129334874193133,100.9592,103.12719999999999
